0,1,2,3,4
Quarter,Quarter,Quarter,Year,Year
ended,ended,ended,ended,ended
31st MaP is,31 si Dec '17,ilstMam,list Mur'18,"31st Mai""l 7"
(Audited!,{1 n audited),I Audited),I Audited),(Audited!
1Refer Note ft >,< Refer Note 6),,__,
106658,89461,104914,386543,384102
3950,1233,3056,7888,14420
110608,90694,108871),394431,398522
18118,16219,16237,63366,58937
36,,,45,
3654,40,1654,3412,2527
6704,6745,7138,26451,26453
4387,3694,3579,16521,13923
3775,3652,3544,14605,14719
22083,20681,10066,86346,72411
32724,20228,18271,79447,62463
5W2,4081,37X4,16750,1.3401
7256,8225,6889,20320,27928
.,,13310,14146,49590
84Â«4,9383,8140,32942,33236
1112423,02057,102512,383410,375588
8185,(2263),6358,11021,22934
,,682,1248,682
8185,(2263),5676,9773,22252
1067,1.1381,(3),1067,128.3
11546),527,(2361,(726),14311
120811,_,,(20811,*
10745,12452),5915,11513,214(81
1(81887,5338,4164,104221,9427
(179181,11.373),tXftft),[19869),(2012)
(IB),X,79,164),112
16,(ft),(38),22,(381
93714,1515,0254,1(81823,28889
770|,7701,7701,7701,7701
,,,405144,309712
,,,8300,6158
13 95,|3 18),7 68,14 95,27 79
,(J 56,0 61,,
,,,1 6.3,1 58
,,,,3 70
,,,330700,317308
