0,1,2,3,4
,Particulars,,Year endec,March 31.
,,2018,2017,
"â–¡ebl service, covereaa ratio (no.Qf times) reefer note.'tell",10.14),(0.57),,
1 merest service coverage ratio {no. of times) prefer note foil,(0.20),(1.64),,
Debt Eduitv ratra.frefer note(c)\,0.69,0.88,,
Net'Worth. Prefer note (d)),(?. in crores),19.633.24,"!20.907,24",
Capita] Redemption Reserve,(? In crores),2.28,228,
Debenture Redemption Reserve',{? in .crores),1.035.94,1.085 94,
Eaminds per share .{EPS),,,,
"A,",Ordinary shares (face'Value of ?2 each),,,
isi,Sasic EPS,,(3.731,oin
W ',Diluted EPS,*,13.731,17.50)
B:,'A1.Ordinary'Shares (face value off 2 each],,,
(at,Sasic EPS,f,(3.73),(7.50)
,Diluted EPS,?.,(3*731,_IZJ51
