0,1,2,3,4,5
,Consolidated,,,,
Particulars,Quarter ended,Quarter ended,Quarter ended,Year ended,Year ended
,31.03.2018,31.12.2017,31.03.2017,31.03.2018,31.03.2017
,(Unaudited),(Unaudited),(Audited),(Audited),(Audited)
,(see note 13),,(see note 13),,
Segment operating revenueFinancing*,249787,265324,243457,1062630,993410
Others **,13086,13717,13857,54194,52525
,262873,279041,257314,1116824,1045935
Less: Inter segment revenue,(1352),128,170,7026,6683
Revenue from operations,264225,278913,257144,1109798,1039252
Segment resultsFinancing*,(15008),27253,29730,123861,161087
Others **,(509),1805,3945,8979,17294
Unallocated,4680,-,44,4775,766
Profit before tax,(10837),29058,33719,137615,179147
Less: Provision for tax,(11650),8731,8900,32882,48287
Profit after tax,813,20327,24819,104733,130860
Segment assetsFinancing*,12941554,12105766,11360868,12941554,11360868
Others **,188109,197637,165833,188109,165833
Unallocated,255582,259507,237390,255582,237390
Total Assets,13385245,12562910,11764091,13385245,11764091
Segment liabilitiesFinancing*,11457365,10599947,9924969,11457365,9924969
Others **,19035,25105,13074,19035,13074
Unallocated,39864,68065,34431,39864,34431
Total Liabilities,11516264,10693117,9972474,11516264,9972474
Capital employed(Segment assets - Segment liabilities)Financing*,1484189,1505819,1435899,1484189,1435899
Others **,169074,172532,152759,169074,152759
Unallocated,215718,191442,202959,215718,202959
^otal Capital employed,1868981,1869793,1791617,1868981,1791617
<\\,,,,,
