0,1,2,3,4,5,6
PART - II,,,,,,
"Select information for the Quarter and Year ended 31st March, 2018",,,,,,
,THREE MONTHS ENDED,TWELVE MONTHS ENDED,,,,
,Particulars,31/03/2018,31/12/2017,31/03/2017,31/03/2018,31/03/2017
,,(AUDITED),(UNAUDITED),(AUDITED),(AUDITED),(AUDITED)
A,PARTICULARS OF SHAREHOLDING,,,,,
1,Public Shareholding-Numbeâ€™- of shares,110163749,110163749,88130999,110163749,88130999
,-Percentage of shareholding,45.20,45.20,45.20,45.20,45.20
2,Promoters & Promoter Group Shareholding,,,,,
a,Pledged / Encumbered-Number of shares,,,,,
,-Percentage of shares (as a % of the total shareholding ofpromoter and promoter group),,,,,
,-Percentage of shares (as a % of the total share capital of thecompany),,,,,
b,Non-encumbered,,,,,
,-Number of shares,133553990,133553990,106843192,133553990,106843192
,-Percentage of shares (as a % of the total shareholding of thePromoter and Promoter group),100.00,100.00,100.00,100.00,100.00
,-Percentage of shares (as a % of the total share capital of thecompany),54.80,54.80,54.80,54.80,54.80
