0,1,2,3,4,5,6,7
,STANDALONE,CONSOLIDATED,,,,,
,,Corresponding 3,Preceding 3,,,,
Particulars,3 Months,Months,Months,Twelve Months,Twelve Months,Twelve Months,Twelve Months
,ended,ended,ended,ended,ended,ended,ended
,31.03.2018*,31.03.2017*,31.12.2017,31.03.2018,31.03.2017,31.03.2018,31.03.2017
,(Audited),(Audited),(Unaudited),(Audited),(Audited),(Audited),(Audited)
1. Segment Revenue,,,,,,,
a) FMCG - Cigarettes,4936 45,8954.94,4629.19,22894.01,34001.98,24848.09,35877.66
- Others,3051.82,2885.76,2871.78,11328 60,10511.83,11357.38,10537 46
Total FMCG,7988.27,11840.70,7500.97,34222.61,44513.81,36205.47,46415.12
b) Hotels,408.00,386.52,404.44,1417.51,1341.73,1494.67,1414.39
c) Agri Business,1808.31,1918.49,1530.86,8067.67,8264.55,8155.04,8384.86
"d) Paperboards, Paper & Packaging",1300.81,1372.73,1279.60,5249.64,5362.86,5249.64,5362.86
e) Others,,',*,"""","""",1602.43,1513 68
Total,11505.39,15518.44,10715.87,48957.43,59482.95,52707.25,63090.91
Less : Inter-segment revenue,799.64,635.69,863 13,5000.53,4481.26,5344.74,4802.96
Gross Revenue from sale of products and services @,10705.75,14882.75,9852.74,43956.90,55001.69,47362.51,58287.95
2. Segment Results,,,,,,,
a) FMCG - Cigarettes,3505.76,3258.76,3269.25,13340.82,12513.91,14128.12,13203.70
- Others,91.21,55.56,46.99,164.12,28.12,170.46,26.15
Total FMCG,3596.97,3314.32,3316.24,13504.94,12542.03,14298.58,13229.85
b) Hotels,75.47,66.93,54.77,139.79,110.95,145.00,117.12
c) Agri Business,123.97,134.92,233.34,848.62,905.80,841.49,926.32
"d) Paperboards, Paper & Packaging",242.42,240.17,268.26,1042.16,965.84,1042.16,965.84
e) Others,“,,,‘,"""",126.81,102.71
Total,4038.83,3756.34,3872.61,15535.51,14524.62,16454.04,15341.84
Less: i) Finance Costs,23.24,(11.46),24.02,86.65,22.95,89.91,24.30
ii) Other un-allocable (income) net ofun-allocable expenditure [Note (i)],(317 69),(279.34),(368 06),(989.94),(1001.29),(624.50),(702 81)
iii) Exceptional items*,',,(412.90),(412.90),,(412.90),'
Profit Before Tax,4333.28,4047.14,4629.55,16851.70,15502.96,17401.53,16020.35
3. Segment Assets,,,,,,,
a) FMCG - Cigarettes,7956.89,7994.51,7829.31,7956.89,7994.51,8508 42,8573.92
- Others,7623.20,7113.91,7436.51,7623.20,7113.91,7760.11,7257.61
Total FMCG,15580.09,15108.42,15265.82,15580.09,15108.42,16268.53,15831.53
b) Hotels,5520.54,5082.80,5402.59,5520.54,5082.80,6564.68,5849.59
c) Agri Business,3407.41,2991.57,2986 56,3407.41,2991.57,3693 37,3255.76
"d) Paperboards, Paper & Packaging",6739.83,6322.79,6815.89,6739.83,6322.79,6730.78,6313.82
e) Others,-,-,-,-,-,900.81,771.74
Total,31247.87,29505.58,30470.86,31247.87,29505.58,34158.17,32022.44
Unallocated Corporate Assets,31133.44,24710.37,29357 27,31133.44,24710.37,30130.69,23920.83
Total Assets,62381.31,54215.95,59828.13,62381.31,54215.95,64288.86,55943.27
4. Segment Liabilities,,,,,,,
a) FMCG - Cigarettes*,4624.83,2447.84,4684.73,462483,2447.84,4756.35,2561.31
- Others,1906.52,1407.21,1879.37,1906.52,1407.21,1909 42,1411.58
Total FMCG,6531.35,3855.05,6564.10,6531.35,3855.05,6665.77,3972.89
b) Hotels,521.45,420.62,512.94,521.45,420.62,619.34,446.94
c) Agri Business,900.18,795 88,1027.58,900.18,795.88,807.75,723.60
d) Paperboards. Paper & Packaging,787 13,623.85,786.75,787.13,623.85,786.73,623.85
e) Others,,-,-,-,-,229.54,209 52
Total,8740.11,5695.40,8891.37,8740.11,5695.40,9109.13,5976.80
Unallocated Corporate Liabilities,2241.13,3179.59,2980.80,2241.13,3179.59,2335.15,3258.80
Total Liabilities,10981.24,8874.99,11872.17,10981.24,8874.99,11444.28,9235.60
