0,1,2,3,4,5
,Quarter Kittled31/113/2(1IK(Audited)(Refer Note 9),Quarter Kntled31/12/2017(I nnudited),Quarter Kittled31/03/2017(Audited)1Refer Note 9.),YearKuded31/03/2018(Audited),Year Kndcd31/03/2017(Audited)
1. Segment Revenue,,,,,
a Cement,155278,132267,1529(0,562809,464500
h Jute,9(>K2,6574,9212,31015,32762
c Others,111,145,198,620,1068
Total,165074,138986,162340,594444,498330
Less Inter Segment Revenue,IK,54,57,133,208
Ret emit' Iroin Operations,165056,138932,162283,594311,498122
2. Segment Result(Profit before Interest and ln\),,,,,
a Cement,1722?,(.040,16X81,50214,40959
b .line,475,533,255,1734,2307
e Others,195),(80),(110),(2821,12141
Total,17607,7093,17026,51666,43052
less : ti) Interest,X2K7,9577,9049,37761,27679
tiil Other un-allocable expenditure net,,,,,
off tm-nlloeahle income,(2416),38,I I965l,(2082),(7657)
1â€˜ront before Tax,11766,(2522),9942,15984,23030
3. Segment Assets,,,,,
a. Cement,901179,905401,800628,901179,860628
b Jute,94129,16767,! 5659,94129,15659
c. < )tbers,14899,3126,278(1,14899,2780
d 1 nallocated Assets,97287,84651,90715,97287,90715
Total,1107494,10111005,969782,1107494,969782
4. Segment Liabiiites,,,,,
a Cement,136139,!3u252,139355,136139,139355
h Jute,2563,3120,21-12,2563,2142
C Others,133,255,299,133,2
J I liuilkix_:ileil Liabilities,510674,542641,199358,540674,499358
l ot ill,679509,(.76268,641154,679509,641154
The Company has reported segment information as per Indian Accounting Standard 108,"""Operating Segments"" (IND AS",,,,
