0,1,2,3,4,5,6,7,8
Part ». Reporting of Segment wise Revenue. Result* . *wt* 8 Liabilities_Amount In t(Mn),,,,,,,,
Remits on Standalone Bad*,Results on Consolidated Basis,,,,,,,
,3 month* anded31/03/2018,Preceding 3months ended31/12/2017,Corresponding 3months ended Inthe previous year31/03/2017,Year ended31/03/2018,Previous yaarended 31/03/2017,Year ended31/03/2018,Previous yearended31/03/2017,
,(Audited),_(Unaudited)_,_(Audited)_,_(Audited)_,_(Audited)_,_(Audited)_,_(Audited),
A - Segment Revenue:,,,,,,,,
Recruitment Solutions,1.751.82,1.690.23,1.554.92,6.687.52,"5,953.45",6.687.S2,5.953.45,
99acres for real estate,372.87,341.29,274.86,1.354.33,1.122.24,1.354.33,1.122.24,
Others,281.91,240.08,254.38,1.113.06,945.37,1.840.51,1.800.62,
Total Net Salea/Income from Operation*,2*406.60,2*271.60,2.084.16,9.154.91,8.021.06,9.882.36,"8,876.31",
B - Segment Results (ProDt/doss) before tax:,,,,,,,,
Recruitment Solutions*,908.22,946.06,844.09,3.660.28,3.112.13,"3,660.28",3.112.13,
99aeres*,,(149.08),(89.35),(124.85),(360.18),(640.46),(360.18),(640.46)
Others,,(119.59),(61.31),(41.88),(247.84),(140.78),(722.48),(732.09)
Total,,639.55,795.40,677.36,3.052.26,2.330.89,"2,577.62",1.739.58
Less: unallocable expenses,,(101.87),(59.70),(101.96),(295.44),(297.54),(737.16),(2.193.10)
Add : Unallocated Income fOther Income),,225.27,219.89,113.36,970.88,625.23,887.87,828.45
Add/(less): Exceptional Item - Income/floss),(703.34),(169.19!,(39.84),(913.37),(39.84),3.126.15,(323.86),
Profit Before Tex,,59.61,786.40,648.92,"2,814.33",2.618.74,5.854.48,51.07
C -Segment Assets,,,,,,,,
Recruitment Solutions,,589.58,496.24,323.12,589.58,323.12,589.58,323.12
99acres,283.37,193.21,156.74,283.37,156.74,283.37,156.74,
Others,107.81,96.64,94.28,107.81,94.28,433.93,423.83,
Unallocated,25.29713,24.963.58,23.587.70,25.297.13,23.S87.70,24.655.94,19.697.04,
Total,26.277.89,"25,749.67",24.161.84,"26,277.89","24,161.84",25*962.82,"20,600.73",
D -Segment Liabilities,,,,,,,,
Recruitment Solutions,3.336.95,2.832.36,2.822.66,"3,336.95",2.822.66,3.336.95,2.822.66,
99acres,1.086.10,828.98,790.58,1.086.10,790.58,1.086.10,790.58,
Others,623.93,571.90,559.28,623.93,559.28,"1,084.43",982.28,
Unallocated,156.45,104.14,158.21,"156,45",158.21,157.50,234.60,
Total,"5,203.43",4.337.38,4.330.73,"5,203.43",4.330.73,5.664.98,4.830.12,
,,,,,,,,
,,,,,,,,
