0,1,2,3,4,5
,CONSOLIDATED,,,,
Quarter Ended,Year Ended,Year Ended,,,
31.03.2018(AUDITED),31.12.2017(UNAUDITED),31.03.2017(AUDITED),31.03.2018(AUDITED),31.03.2017(AUDITED),
a) Segment Revenue :,,,,,
Shipping,619.36,639.27,621.46,2406.07,2231.97
Offshore,206.76,255.64,261.99,1001.54,1420.58
Sub-total,826.12,894.91,883.45,3407.61,3652.55
Less : Inter Segment Revenue,10.88,6.30,10.22,31.11,29.79
Total,815.24,888.61,873.23,3376.50,3622.76
b) Segment Results :,,,,,
Shipping,(21.04),48.40,140.93,134.55,570.84
Offshore,(397.14),49.79,(175.09),(344.12),184.12
Total,(418.18),98.19,(34.16),(209.57),754.96
c) Segment Assets :,,,,,
Shipping,10685.01,10971.54,10903.97,10685.01,10903.97
Offshore,5646.15,5989.86,6178.79,5646.15,6178.79
Subtotal,16331.16,16961.40,17082.76,16331.16,17082.76
Less : Inter Segment Assets,1681.70,1674.68,1680.48,1681.70,1680.48
Total Assets,14649.46,15286.72,15402.28,14649.46,15402.28
d) Segment Liabilities :,,,,,
Shipping,5303.43,5582.23,5595.15,5303.43,5595.15
Offshore,2793.36,2755.05,2959.13,2793.36,2959.13
Sub-total,8096.79,8337.20,8554.28,8096.79,8554.28
Less : Inter Segment Liabilities,376.55,369.53,375.33,376.55,375.33
Total Liabilities,7720.24,7967.75,8178.95,7720.24,8178.95
