0,1,2,3,4,5,6
SrNo,,Quarter ended,Year ended,,,
Particulars,31 March 2018,31 December 2017,31 March 2017,31 March 2018,31 March 2017,
,,(Audited),(Unaudited),(Audited),(Audited),(Audited)
1,Income,,,,,
,a) Revenue from operations,750.04,661.16,804.27,2782.55,2854.51
,b) Other income,5.14,1.77,7.75,10.84,15.36
2,"Net Profit for the period (before Tax, Exceptional and/orExtraordinary items)",97.66,84.25,110.24,354.57,396.30
3,Net Profit for the period before Tax (after Exceptional and/orExtraordinary items),97.66,84.25,110.24,355.32,396.30
4,"Net Profit for the period after Tax, (after Exceptional and/orExtraordinary items and after minority interest)",65.97,54.31,70.70,234.96,252.84
5,Total comprehenseive income for the period [Comprising Profitfor the period (after tax) and other comprehensive income (aftertax)],67.03,53.93,69.98,234.42,252.15
6,Equity share capital (Face value of Re 1/- per share),15.90,15.89,15.89,15.90,15.89
7,Reserves (excluding revaluation reserve) as shown in theaudited balance sheet of the previous year.,,,,"1,335.12","1,159.23"
8,Earnings per share (of Re 1/- each) (not annualised),,,,,
,a) Basic:,4.15,3.42,4.45,14.78,15.91
,b) Diluted:,4.14,3.41,4.44,14.75,15.86
