0,1,2,3,4,5,6
Sr. No.,Particulars,Rupees In Million,,,,
3 Monthsended31/03/2018,Preceding 3months ended31/12/2017,Corresponding3 monthsended31/03/2017 Inthe previousyear,Year to datefigures forthe currentperiod ended31/03/2018,Previous yearended31/03/2017,,
(Audited),(Unaudited),(Audited),(Audited),(Audited),,
a,Total Revenue,132,122,116,496,532
b,Total expenses,158,147,130,551,559
c,Profit/ (loss) before tax,(26),(25),(14),(55),(27)
d,Tax Expense,0,0,0,0,0
e,Profit/ (loss) after tax,(26),(25),(14),(55),(27)
f,Loss recognized on measurement of net assets to fair value ##,(133),0,0,(133),0
9,Total Profit/ (loss) after tax from discontinued operations,(159),(25),(14),(188),(27)
