0,1,2,3,4
,,,which,Forum Where
Name of the Nature of,Amount (Rs.),the amount,dispute is,
Statute the Dues,2017-18,2016-17,relates,nendina
,,,,
,"6,63",6.63,Asstt Yr 2005/06,"CTO, Kochi"
,"10,85",10.85,Asstt Yr 2004,"CTO, Kochi"
,1.82,1.82,Asstt Yr 2003/04,"Asst. Commissioner, Chennai"
,"14,95",14.95,Asstt Yr 2008/09,Appeal pending with AAC
,1.64,1.64,Asstt Yr 2008/09,Appeal pending with AAC
,14.65,14.65,Asstt Yr 1998/99,Appeai pending before STAT
,"67,82","67,82",Asst. Year 2005/06,Appeal pending with Sales TaxAppeiiate & Revision Board
,37.04,37.04,VAT Asst. 2006-07,- do -
,116.64,"116,64","CSTAsst, 2006-07",- do -
,90.93,90.93,Asst. Year 2005/06,- do -
,2.17,2.17,Asstt Yr 1998/99,"AAC, Chennai"
,"12,14",12.14,Asst Yr 1996/97,"Appeai pending with AAC, Chennai"
,32.59,32.59,Asst Yr 2007/08,Appeiiate & Revision Board
,137.55,137.55,Asst Yr 2008/09,- do -
,17.68,17.68,"Vat Asst, 2013-14",Appellate&Revision Board
,98.11,"98,11",CSTAsst. 2013-14,- do -
"/y'ShKKa'""\",12.84,-,VATAcL'03 Asst. 2014-15,"Add! Commissioner Appeal, WB"
|c|K()l kata) off,66.22,-,CST Act'OS Asst. 2014-15,- do -
,64.54186.15,,VAT Act.'03 Asst. 2015-16CSTAct/06 Asst. 2015-16,-    do --    do -
,8.32,8.32,Vat Asst. 2012-13,- do -
,24.04,272.08,CST Asst. 2011-12,- do -
,-,10.34,Asst Yr 2007/08,Jt. Commission Sales Tax AppiMumbai
,42.81,42.81,Asst Yr 2009/10,"Addl, Commissioner, West Bengal"
,52.50,526.76,Asst Yr 2010/11,"Jt. Commissioner, Commerciai Tax"
,798.81,798.81,Asst Yr 2009/10,Appeal against Dy. Commissioner
SUB TOTAL,"I 2,484.96","3,081.09 |",,"Order, Orissa"
