0,1,2,3
S.No.,Component Name,Country,Relationship
1,A PL Research Centre Limited,India,Subsidiary
2,APL Healthcare Limited,India,Subsidiary
3,Auronext Pharma Private Limited,India,Subsidiary
4,Silicon Life Sciences Private Limited,India,Subsidiary
5,Auro Peptides Limited,India,Subsidiary
6,APL Pharma Thai Limited,Thailand,Subsidiary
7,All Pharma (Shanghai) Trading Company Limited,China,Subsidiary
8,Aurobindo Pharma USA Inc.,USA,Subsidiary
9,Natrol LLC,USA,Subsidiary
10,Aurolife Pharma LLC,USA,Subsidiary
11,Auro Health LLC,USA,Subsidiary
12,Auromedics Pharma LLC,USA,Subsidiary
13,Aurobindo Pharma USA LLC(dissolved w.e.f. 31 March 2018),USA,Subsidiary
14,Auro AR LLC,USA,Subsidiary
15,Auro Vaccines LLC,USA,Subsidiary
16,Auro Logistics LLC (w.e.f. 28 April 2017),USA,Subsidiary
17,Aurobindo Pharma Produtos Farmaceuticos Limitada,Brazil,Subsidiary
18,Helix Healthcare B.V.,Netherlands,Subsidiary
19,Aurogen South Africa (Pty) Ltd,South Africa,Subsidiary
20,Aurobindo Pharma (Pty) Limited,South Africa,Subsidiary
21,Novagen Pharma (Pty) Limited,South Africa,Joint venture
22,Auro Pharma Inc.,Canada,Subsidiary
23,Aurovida Farmaceutica SA DE CV,Mexico,Subsidiary
24,Auro Healthcare (Nigeria) Limited,Nigeria,Subsidiary
25,Aurobindo Pharma Japan K.K.,Japan,Subsidiary
26,Aurobindo llac Sanayi Ve Ticaret Limited Sirketi(liquidated w.e.f. 31 October 2017),T urkey,Subsidiary
27,Aurobindo Pharma Colombia S.A.S,Colombia,Subsidiary
28,Agile Pharma B.V.,Netherlands,Subsidiary
29,Arrow Generiques SAS,France,Subsidiary
30,1980 Puren Pharma GmbH(formerly Actavis Management GmbH),Germany,Subsidiary
31,"Puren Pharma GmbH & Co., KG(formerly Actavis Deutschland GmbH & Co., KG)",Germany,Subsidiary
32,Aurovitas Spain SA (formerly Actavis Spain S.A),Spain,Subsidiary
33,Aurobindo Pharma B.V. (formerly known as Actavis B.V.),Netherlands,Subsidiary
34,Aurex B.V. (formerly known as Pharmacin B.V.),Netherlands,Subsidiary
