0,1,2,3,4,5,6
,,Quarter ended,Year ended,,,
,Consolidated Segment Information,31-Mar,31-Dec,31-Mar,31-Mar,31-Mar
,,2018,2017,2017,2018,2017
,,Audited(Refer note2),Unaudited,Audited(Refer note2),Audited,Audited
Segment Revenue from operationsA AMESA {Refer note 7 (b)},23292,22367,24721,93484,98080,
B,EAP,14258,14042,14017,57437,55285
C,AMERICAS,12754,12621,12269,48846,48277
D,EUROPE,14115,11883,13819,50959,43525
E,Unallocated,20,19,19,77,83
,Inter Segmental elimination,(1599),(1427),(1402),(6161),(6456)
,Total Revenue from operations,62840,59505,63443,244642,238794
Segment ResultA AMESA,3830,3546,3796,14123,12840,
B,EAP,1542,2328,1711,9050,7808
C,AMERICAS,1502,1758,1257,6112,5265
D,EUROPE,517,(133),1042,1200,2447
E,Unallocated,(96),(105),(146),(401),(415)
,Inter Segmental elimination,159,56,146,484,390
,Total Segment Result,7454,7450,7806,30568,28335
,Finance costs,1355,1404,1569,5491,5812
,Other income (including interest income),886,672,558,2637,3530
,Gain/(loss) on foreign exchange fluctuations (net),(130),(161),448,(800),(294)
,Exceptional items (gain)/loss (Refer note 8),-,498,827,498,"(1,565)"
,Share of profit from associate/joint ventures,(197),34,55,(104),105
,Profit from ordinary activities before tax,6658,6093,6471,26312,27429
Segment Assetsa AMESA,70515,70762,67003,70515,67003,
b,EAP,55039,54461,46732,55039,46732
c,AMERICAS,40591,39669,37944,40591,37944
d,EUROPE,57713,54411,52049,57713,52049
e,Unallocated,24263,20827,26057,24263,26057
f,Inter Segmental elimination,(2661),(3092),(3915),(2661),(3915)
,Total,245460,237038,225870,245460,225870
Segment Liabilitiesa AMESA,13739,14363,13171,13739,13171,
b,EAP,10782,9430,7550,10782,7550
c,AMERICAS,6470,7425,7406,6470,7406
d,EUROPE,11463,10732,10144,11463,10144
e,Unallocated,79487,80130,85754,79487,85754
f,Inter Segmental elimination,(1970),(2211),(2626),(1970),(2626)
,Total,119971,119869,121399,119971,121399
