0,1
Sr. No.,Name of the Entities:
36,L&T Uttaranchal Hydropower Limited
37,L&T Arunachal Hydropower Limited
38,L&T Himachal Hydropower Limited
39,Nabha Power Limited
40,L&T Metro Rail (Hyderabad) Limited
41,L&T Technology Services Limited
42,L&T Construction Equipment Limited
43,L&T Infrastructure Engineering Limited
44,L&T Thales Technology Services Private Limited
45,L&T Hydrocarbon Engineering Limited
46,Sahibganj Ganges Bridge-Company Private Limited
47,L&T Cutting Tools LimitedAA
48,Larsen & Toubro LLC
49,Larsen & Toubro Infotech GmbH
50,Larsen & Toubro Infotech Canada Limited
51,Larsen & Toubro Infotech LLC
52,L&T Infotech Financial Services Technologies Inc.
53,Larsen & Toubro Infotech South Africa (PTY) Limited
54,"L&T Information Technology Services (Shanghai) Co., Ltd."
55,L&T Realty FZE
56,Larsen & Toubro International FZE
57,Larsen & Toubro Hydrocarbon International Limited LLC
58,Thalest Limited
59,Servowatch Systems Limited
60,Larsen & Toubro (Oman) LLC
61,L&T Modular Fabrication Yard LLC
62,Larsen & Toubro (East Asia) SDN.BHD
63,Larsen & Toubro Qatar LLC
64,L&T Overseas Projects Nigeria Limited
65,L&T Infra Contractors Private Limited
66,L&T Electricals & Automation Saudi Arabia Company Limited
67,Larsen & Toubro Kuwait Construction General Contracting Company WLL
68,Larsen & Toubro Readymix & Asphalt Concrete Industries LLCAAA
69,Larsen & Toubro Saudi Arabia LLC
70,Larsen Toubro Arabia LLC
71,Larsen & Toubro ATCO Saudia LLC
72,Tamco Switchgear (Malaysia) SDN. BHD.
73,Henikwon Corporation SDN. BHD.
