0,1,2,3,4,5
Particulars,,Quarter Ended,,Year Ended,
31-03-2018,31-12-2017,31-03-2017,31-03-2018,31-03-2017,
Standalone Results(i) Gain on sale of investment in subsidiary (net),0.13,,,0.13,
(ii) Write off due to reversal of reimbursement claim (Note 6),(181.18),*,,(181.18),
,(181.05),-,,(181.05),*
Consolidated Results(1) Gain on sale of investment in subsidiaries and associates,2.02,,87.92,2.02,87.92
(il) Deferment of gain over assignment of contract bysubsidiary Adani Mining Pty Ltd,.,,(231.58),_,
(ili) Costs written off on account of abandoned project bysubsidiary Adani Gas Ltd,.,,(60.97),.,(60.97)
(iv) Write off due to reversal of reimbursement claim (Note 6),(185.51),,,(185.51),
,(183.49),-,(204.63),(183.49),26.95
