0,1,2,3,4,5,6,7,8
,,Standalone,Consolitt&t^S lakhs,,,,,
51.No.,,Quarter Ended,Year Ended,Year Ended,,,,
Particulars,31.03.2018,31.12.2017,31.03.2017,31.03.2018,31.03.2017,31.03.2018,31.03.2017,
,(Audited)#,(Unaudited),(Audited)#,(Audited),(Audited),(Audited),(Audited),
,,(D,(2),(3),(4),15),(6),_IZL_
,"Segment-wise Revenue, Results, Assets and Liabilities",,,,,,,
1,"Segment Revenue:a) Cigarettes, Tobacco and related Products",50486,53319,125723,258149,407405,259122,408469
,b) Tea and other Retail Products,6671,7877,8684,29518,32167,29518,32167
,c) Others,-,■,-,■,-,433,551
,Total revenue from operations,57157,61196,134407,287667,439572,289073,441187
2,"Segment Results:a) Cigarettes, Tobacco and related Products",7192,7898,9519,22798,20409,22254,20101
,b) Tea and other Retail Products (Note 2),(1859),906,(1068),(3533),(3825),(3533),(3825)
,c) Others,■,■,-,-,-,388,469
,Total,5333,8804,8451,19265,16584,19109,16745
,Add/(Less):i) Finance costs,(43),(32),14,(151),(345),(167),(356)
,ii) Un-allocable income/(expenditure) net of unallocableexp en diture/in co me,796,701,(106),4315,3538,4338,3505
,Profit before tax,6086,9473,8359,23429,19777,23280,19894
3,Assets:,,,,,,,
,"a) Cigarettes, Tobacco and related Products",130240,134822,141519,130240,141519,135111,146593
,b) Tea and other Retail Products,7826,10231,12647,7826,12647,7826,12647
,c) Others,■,-,-,-,-,18784,15837
,Total,138066,145053,154166,138066,154166,161721,175077
,Unallocated Corporate Assets,93515,93644,53820,93515,53820,84907,46012
,Total Assets,231581,238697,207986,231581,207986,246628,221089
4,Liabilities:,,,,,,,
,"a) Cigarettes, Tobacco and related Products",53839,65211,38030,53839,38030,54670,38788
,b) Tea and other Retail Products,3337,4764,2866,3337,2866,3337,2866
,c) Others,-,-,-,-,-,5,2
,Total,57176,69975,40896,57176,40896,58012,41656
,Unallocated Corporate Liabilities,3677,3075,7907,3677,7907,5617,9342
,Total Liabilities,60853,73050,48803,60853,48803,63629,50998
5,Equity/Capital Employed,170728,165647,159183,170728,159183,182999,170091
,Total (4+5),231581,238697,207986,231581,207986,246628,221089
I# Refer Note 6,,,,,,,,
