0,1,2,3,4,5
Particulars,For the quarter ended,For the year ended,,,
March 31 2018,December 312017,March 31 2017,March 31 2018,March 31 2017,
,(Refernote2),(Unaudited),(Refer note 2),(Audited),(Audited)
Income fromoperationsVoice Solutions,111322,123054,151087,531134,675832
Data and ManagedServices,279684,279461,268244,1096326,1033971
Payment Solutions,10015,9111,10191,38292,52810
Less:- Inter SegmentRevenue,(163),(163),(149),(668),(640)
,400858,411463,429373,1665084,1761973
DiscontinuedoperationsSAO,,,17485,,131874
Data Centre Services,-,-,2653,-,55137
,-,-,20138,-,187011
Total,400858,411463,449511,1665084,1948984
Segment resultVoice Solutions,5808,6239,3358,28703,27884
Data and ManagedServices,2440,11291,(12068},24133,23516
Payment Solutions,(3600),(3534),(4781),(15950),(14346)
,4648,13996,(13491),36886,37054
DiscontinuedoperationsSAO,,,5118,,(19763)
Data Centre Services,-,-,794,,25923
,-,-,5912,-,6160
Total,4648,13996,(7579),36886,43214
Less :,,,,,
(i)    Finance Costs(ii)    Other un-ailocable,9104,8963,16096,34445,69132
(income) net of unÂ¬allocable expenditure,(7468),(7402),5810,(2120),(227290)
Profit/(Loss) beforetaxrr,3012,12435,(29485),4561,201372
