0,1,2,3
SL.No.,Particulars,ConsolidatedYear Ended,
31.03.2018(Audited),31.03.2017(Audited),,
1.,Segment Revenuea)    Fertilisers and other Agri-inputsb)    Shippingc)    Software and othersTotal (a toc)Less: Inter Segment Revenue,746616.607990.42754607.02,743083.192464.6611813.67757361.52
,Sales/Income from Operations,754607.02,757361.52
2.,Segment ResultsProfit before Interest and Tax from each Segmenta)    Fertilisers and other Agri-inputsb)    Shippingc)    Software and othersTotal (a toc)Less :(i) Interest(ii) Unallocable Expenditure Net offUnallocable Income (including Exceptional Item)Add :(i) Share of Net Profit of a Joint Venture Accounted for using the Equity Method,80162.65(25.93)(263.49)79873.2315255.63(5123.60)3925.40,75548.75(1285.35)1514.3275777.7224838.53(5352.08)271.59
,Net Profit before tax from Continuing Operations,73666.60,56562.86
,Net Profit / (loss) before tax from Discontinued Operations,886.43,(9602.42)
,Net Profit before Tax,74553.03,46960.44
3.,Segment Assetsa)    Fertilisers and other Agri-inputsb)    Shippingc)    Software and othersd)    Unallocable Assets,895599.18931.8611071.3240352.56,695758.71771.1512140.0397043.99
,Total Segment Assets (a to d),947954.92,805713.88
4.,Segment Liabilitiesa)    Fertilisers and other Agri-inputsb)    Shippingc)    Software and othersd)    Unallocable Liabilities,59646.17235.443683.61642570.01,47978.0027.523807.08549804.57
,Total Segment Liabilities (a to d),706135.23,601617.17
"vii \tjtipH V v."")/3 ___","T «•""",,
