0,1,2,3,4,5,6,7
S. No.,ISIN No.,Previous DueDate ofInterestPayment,Interest hasbeen paid ornot,Next Date ofInterestPayment,Previous Dateof PrincipalPayment,Next Date ofPrincipal Payment,Credit Rating
1,INE069I07363 *,NA,NA,20-Apr-18,NA,20-Apr-18,CARE AA-
2,INE069I07108,6-Mar-18,Yes,6-Jun-18,NA,6-Jun-18,CARE AA-
3,INE069I07207,3-Oct-17,Yes,1-Oct-18,NA,21-Aug-20,BWRAA-
4,INE069I07199,3-Oct-17,Yes,21-Aug-18,NA,21-Aua-18,BWRAA-
5,INE069I07272,19-Mar-18,Yes,18-Mar-19,NA,18-Mar-21,CARE AA-
6,INE069I07264,19-Mar-18,Yes,18-Apr-18,NA,18-Apr-18,CARE AA-
7,INE069I07280,28-Mar-18,Yes,27-Apr-18,NA,27-Apr-18,CARE AA-
8,INE069I07298,29-Jun-17,Yes,29-Jun-18,NA,29-Apr-22,CARE AA and BWRAA-
9,INE069I07306,7-Jul-17,Yes,6-Jul-18,NA,6-Mav-22,CARE AA and BWRAA
10,INE069I07314,12-Jul-17,Yes,12-Jul-18,NA,12-Mav-22,CARE AA and BWRAA
11,INE069I07322,18-Jul-17,Yes,18-Jul-18,NA,18-Mav-22,CARE AA and BWRAA
12,INE069I07330,16-Aug-17,Yes,16-Aug-18,NA,16-Jun-22,CARE AA and BWRAA
13,INE069I07355,11-Sep-17,Yes,11-Sep-18,NA,8-Jul-22,CARE AA and BWRAA
14,INE069I07348,7-Sep-17,Yes,7-Sep-18,NA,7-Jul-22,CARE AA and BWRAA
15,INE069I07389,28-Mar-18,Yes,28-Jun-18,NA,28-Jun-19,CARE AA-
16,INE069I07371 **,NA,NA,6-Jul-18,NA,6-Jul-18,CARE AA-and BWRAA
