0,1,2,3,4,5,6
Sr.,,For the Quarter ended,For Year ended,,,
No.,Particulars,31.03.2018Audited,31.12.2017Unaudited,31.03.2017Audited,31.03.2018Audited,31.03.2017Audited
I,Revenue from Operations,"1,227.49","1,279.80","1,036.51","8,865.11","6,335.16"
II,Other Income,-,-,-,66.79,-
III,Total Revenue,"1,227.49","1,279.80","1,036.51","8,931.90","6,335.16"
IV,Expenses:Employee benefits expense,84.81,82.12,66.08,337.83,261.28
,Depreciation and amortisation,1.29,1.27,0.53,3.00,1.54
,CSR Expenses,27.48,28.33,35.06,72.90,56.14
,Other expenses,16.34,22.46,29.18,98.30,77.86
,Total Expenses,129.92,134.18,130.85,512.03,396.82
V,Profit before tax (III-IV),"1,097.57","1,145.62",905.66,"8,419.87","5,938.34"
VI,Tax Expense,197.55,237.25,189.50,"1,610.65","1,200.00"
VII,Profit after tax ( V-VI),900.02,908.37,716.16,"6,809.22","4,738.34"
VIII,Paid up share capital (Face value per share Rs.10 ),"1,109.96","1,109.96","1,109.96","1,109.96","1,109.96"
IX,Earnings per equity share: [Face value per share:Rs.10 (Previous Year: Rs. 10)] (In Rs.)1. Basic,8.11,8.19,6.45,61.35,42.69
,2. Diluted,8.11,8.19,6.45,61.35,42.69
