0,1,2,3,4,5,6,7,8
,Standalone,Consolidated,,,,,,
,,Quarter ended,Year Ended,Year Ended,,,,
Sr.,PARTICULARS,31-Mar-18,31-Dec-17,31-Mar-17,31-Mar-18,31-Mar-17,31-Mar-18,31-Mar-17
No.,(Audited),(Unaudited),(Audited),(Audited),(Audited),(Audited),(Audited),
1,Total income from operations,"160,627","114,513","127,806","471,639","429,826","471,639","429,826"
2,Net Profit / (Loss) for the period (before Tax andExceptional items),"13,321","5,722","6,032","25,383","16,804","25,383","16,804"
3,Exceptional items,"8,936",,-,"8,936",,"7,879",-
4,Net Profit / (Loss) for the period (before Tax),"4,385","5,722","6,032","16,447","16,804","17,504","16,804"
5,Net Profit / (Loss) for the period after Tax (afterExceptional and/or Extraordinary items),731,"3,683","3,842","8,362","10,766","9,419","10,766"
6,Share of Profit / (Loss) of Associate and Jointventure after tax,-,-,-,-,-,"(1,056)",(549)
7,Net profit for the period,731,"3,683","3,842","8,362","10,766","8,363","10,217"
8,Total Comrehensive Income for the period(Comprising Profit/(Loss) for the period (after tax)and other Comprehensive Income (After Tax),"1,019","3,918","3,844","8,770","10,536","8,785","9,963"
9,Paid up Equity Share Capital,"2,041","2,038","2,026","2,041","2,026","2,041","2,026"
10,Earnings Per Share (of Rs.21-each) (beforeexceptional items)Basic:,8.63,3.62,3.80,16.17,10.65,15.13,10.10
,Diluted:,8.59,3.61,3.79,16.09,10.63,15.06,10.08
11,Earnings Per Share (of Rs.21-each) (afterexceptional items)Basic:,0.71,3.62,3.80,8.23,10.65,8.23,10.10
,Diluted:,0.70,3.61,3.79,8.19,10.63,8.19,10.08
