0,1,2,3,4,5,6
"BIOCON LIMITEDCIN: L24234KA1978PLC003417 Website:www.biocon.comRegistered office: 20th KM HOSUR ROAD, ELECTRONIC CITY P.O., BANGALORE - 560 100STATEMENT OF AUDITED STANDALONE FINANCIAL RESULTS FOR THE QUARTER AND YEAR ENDED MARCH 31, 2018(Rs. in Million, except per eq",uity share data),,,,,
,,3 months ended,3 months ended,3 months ended,Year,Previous Year
,,31.03.2018,31.12.2017,31.03.2017,ended,ended
SI. No.,Particulars,,,,31.03.2018,31.03.2017
,,(Audited),(Unaudited),(Audited),(Audited),(Audited)
,,(Refer note 8),,(Refer note 8),,
1,Income,,,,,
,Revenue from operations,"6,481","5,921","6,321","24,255","26,184"
,Other income,312,374,143,"1,247",988
,Total income,"6,793","6,295","6,464","2S,S02","27,172"
2,Expenses,,,,,
,a) Cost of raw materials and packing materials consumed,"2,635","2,535","2,588","9,587","9,915"
,b) Purchases of traded goods,302,212,184,925,902
,"c) Changes in inventories of finished goods, work-in-progress and",(113),(233),(354),(18),(465)
,stock-in-trade,,,,,
,d) Excise duty,-,-,58,63,305
,e) Employee benefits expense,"1,118","1,043",904,"4,086","3,650"
,f) Finance costs,(2),1,9,10,38
,g) Depreciation and amortisation expenses,323,332,381,"1,361","1,506"
,h) Other expenses,"1,670","1,839","1,706","6,479","5,963"
,,"5,933","5,729","5,476","22,493","21,814"
,Less: Recovery of cost from co-development partners (net),(6),(34),(3),m,(4)
,Total expenses,"5,927","5,695","5,473","22,444","21,810"
3,Profit before tax and exceptional item (1-2),866,600,991,"3,058","S,362"
4,Exceptional items,-,-,-,-,-
5,Profit before tax (3 + 4),866,600,991,"3,058","5,362"
6,Tax expense,147,163,"(1,047)",673,169
7,Profit for the period/year (5-6),719,437,"2,038","2,385","5,193"
8,Other comprehensive income,,,,,
,A(i) Items that will not be reclassified to profit or loss,9,(6),(12),(11),(27)
,(ii) Income tax relating to items that will not be reclassified to profit or loss,4,-,4,4,9
,B (i) items that will be reclassified to profit or loss,(60),26,63,(89),149
,(ii) Income tax relating to items that will be reclassified to profit or loss,21,O),(22),31,(47)
,"Other comprehensive income, net of taxes",(26),11,33,(65),84
9,Total comprehensive income for the period (7+8),693,448,"2,071","2,320","5,277"
10,Paid-up equity share capital (Face value of Rs. 5 each),"3,000","3,000","1,000","3,000","1,000"
11,Reserves i.e. Other equity,,,,"64,386","64,411"
13,Earnings per share (of Rs. 5 each) (refer note 6 below),(not annualised),[not annualised),(not annualised),(annualised),(annualised)
,(a) Basic,1.22,0.74,3.46,4.04,8.82
,(b) Diluted,1.21,0.74,3.43,4.02,8.76
,See accompanying notes to the financial results,,,,,
