0,1,2,3,4,5,6
SI .No,Particulars,Quarter ended,Preceding,Corresponding,Current year,Previous year
,,(31/03/2018),quarter ended,quarter ended,ended,ended
,,,(31/12/2017),(31/03/2017),(31/03/2018),(31/03/2017)
,,(Refer Note 4),(Unaudited),(Refer Note 4),(Audited),(Audited)
1,Income,,,,,
,Revenue from operations (refer note 1),"1,509.62","1,449.31","1,434.80","5,609.06","5,369.84"
,Other income,70.84,60.58,60.04,283.23,274.64
,Total income,"1,580.46","1,509.89","1,494.84","5,892.29","5,644.48"
2,ExpensesCost of materials consumed (including excise duty),591.85,536.39,524.55,"2,077.03","1,922.37"
,Purchases of stock in trade,215.57,273.47,245.28,916.46,944.60
,"Changes in inventories of finished goods, stock-in-trade and work-in-",(33.27),(75.90),1.62,(74.03),(8.19)
,progressEmployee benefits expense,101.77,122.90,88.99,461.13,425.30
,Finance costs,5.92,5.22,4.95,21.89,16.23
,Depreciation and amortisation expenseOther expenses,26.33,26.15,21.32,102.50,75.43
,Advertisement and publicity,81.71,146.83,77.49,461.95,418.03
,Others,141.44,135.74,138.41,537.69,556.36
,Totalexpenses,"1,131.32","1,170.80","1,102.61","4,504.62","4,350.13"
3,Profit before exceptional items and tax,449.14,339.09,392.23,"1,387.67","1,294.35"
4,Exceptional items,-,-,-,14.54,_
5,Profit before tax,449.14,339.09,392.23,"1,373.13","1,294.35"
6,Tax expenseCurrent tax,143.81,70.62,118.31,340.33,310.83
,Deferred tax,(48.25),3.00,(28.31),(39.25),(14.81)
7,Net profit for the period/year,353.58,265.47,302.23,1.072.05,998.33
8,Othercomprehensiveincome,,,,,
a),Items that will not be reclassified to profit or loss,0.68,(0.49),5.15,(0-77),3.35
,Income tax relating to items that will not be reclassified to profit orloss,(0.15),0.10,(1.78),0.16,(1.16)
b),Items that will be redasssified to profit or loss,(3.38),(32.64),(20.96),(37.74),14.12
,Income tax relating to items that will be redasssified to profit or loss,0.86,7.53,4.83,8.79,(3.26)
9,Total comprehensive income for theperiod/year,351.59,239.97,289.47,1.042.49,"1,011.38"
10,Paid-up equity share capital (Face value of ? 1 each),176.15,176.15,176.15,176.15,176.15
11,Other equity,,,,4.050.71,"3,481.73"
12,Earnings per share (Face value of ? 1 each) (not annualised),,,,,
,Basic (?),2.01,1.51,1.72,6.09,5.67
,Diluted (?),2.00,1.50,1.71,6.06,5.64
