0,1,2,3,4,5,6
,,Quarter Ended,Year,Ended,,
No.,Particulars,31-03-2018,ji-12-20'7,31-03-20’7,31-03-2018,31-03-20! 7
,(Unaudited),■.Unajd tec-,iU^aLO'iecii,(Audited),(Audited)_,
1,Reverse frc- Operations,,,,"22,305.00",20.820 19
,;ai Net Sa-es Ircome ‘ram Power Business,4.480.47,4.8977<,4.229 96,,
,Income ‘rom EPCand Contracts Businessic :• Net Sa-es income from irViasir^cture Bus-ness,343.80251.77,181 J6?87 74,432 29185 57,1.386.06960 87,806 96
,• 0 • Other Operating Income,90.57,2C* “0,6i 66,746.33,333 J6
,Total Operating IncomeOther income ''net: ;Re-er Ncie 5;,"5,166.61647.07",5.533 6-434 93,4.373 48152 83,"25,398.262,170.38",24 483 472.233 90
,,5.81368,6 3i3 5J,5.125 3-,27.568.64,26 717 37
3,Expenses,,,,"13,203.06",12.976 89
,Cos! of Power Purchased,"2,862.44",2.3CS9’,2.748 20,,
,Cost of Fjei ana Maienals Corsumed,261.61,268 50,3C4 46,"1,159.55",1 35* 61
,Construction Maten.il Consumed .and S^b Contract rg Chat yea,224.29,21*2,322 34,884.03,"> 9 ,’4 30"
,Employee bereft expenses,472.29,4€ 7 29,391 27,"1,953.89",1.698 C-6
,Finance costs,"1,691.95",* 503 9C,1 426 87,"6,340.86",5 581 00
,Depreciat-co ana amort zat'Or expenses,481 13,48— 82,537 04,"1,934.63","1,6882"
,"Other expenses ,Refer Note 5iTotal Expenses",516.86,"601 J""1",650 43,"2,158 78",2 07053
,6.510.57,6.157 C ■',6 38: 11,27.634.80,27 041 70,
4,p-of-t oe'ore Rate Regutatea Ac’i-ites Excepic^ai Hems andTax-‘■2-3i,(696.89),.138 531,11 254 SO,(66 16),(324 33:
,Regulatory income '.txoerseS1.ret of deferred ‘.a*1,923.15,23- 7.:,89= 64,86017,1.135 55
6,Profit before Exceptional Items and Tax (4+5),226.26,149 19,■ 359 16.,794.01,861 22
7,Exceptional Items,,,,,85 56
,P'oM on saie of investment,,,,295 39,
,Income •Expenses; iRe‘er Note £ and *0',(22.61),,(555 53i,(221.11),1555 58'
,Less. T-ai'ster horn Gene's1Reserve iRefer Note 5and’0■,22.61,,555 58,221.11,5b5 56
,,,,,295.39,So56
3,Profit / (Loss) before income tax <6-*-7),226.26,149 19,.359 -6',"1,089.40",946.80
9,Tax Expenses,,,,55 92,95 66
,,6.95,19 19,.217 at i,,
,Deferreo Tax ire;/,(0.38),.116 3:.,:8* 23),<197 66),■ 221 43:
,,1358,• 5',. 16 501,15.19,116 4 • i
,Profit / (Loss) from Continuing Operations (8-9),206.11,?44 71,:J3 62',1.215.95,l 3S8 98
11,Profit / (Loss) from Discontinued Operations before tax,(46-36),1-382:,27 ga,(83.19),.35 53-
12,Tax Expenses of Discontinued Operations,,,3 04,,3 43
,Currert Tax,(0.97),.09',(24.92),,
,Deferred Tax,(10.44),'4.17,9.35,135.27),
,Taxationfor Eariis' Years,,■0 09',,iO 09:,
U,Profit / (Loss) from Discontinued Operations (11-12),(34.95),.8 74,13 IS,(58.27),i.3 6C •
,,,,,,
14,Profiti(Loss) before Share ot net profit ot associates ana jomtventure (10+13),171.16,235 97,;2S 44'i,"1,157.68",* 085 38
15,5rare of net profit of associates and joint ventures accounted fGr using theequity method,(20.40),65 39,45 83,140.78,309 05
•6,Non Controll ng interest,(9.38),0 48,1.16 53',(41.04),;3C 76-
17,Net Profit / (Loss) for the period/year (14+15-16),160.T4,30138,40 92,1.339 50,:.425.18
-3,Other Comprehensive Income (OCI)Items that will not be reclassified to Profit and Loss,,,,21.50,. 32 33-
,Remeasu'’erren.ts of net defmed benefit plans Gams iLossj,45.83,;7 27-,i 16 13;,,
,Ne’ movement m Regulatory Deferral Account balances -datsci to OCIIncome tax relating ic -he above,4.11(13.92),1 580 9?,-,8.84(10.30),2 415 01
,"Other Comprehensive Income, net of taxes",36.02,r4 72:,116 '3«,20.04,<24 41;
19,Total Comprehensive income for the period/year,186.78,297 i4,3 26,1.318.50,1.370 02
20,Profit / (Loss) attributable to :,,,,,
,•!3i Owners O’ She Parent,160.14,301 38,40 92,"1,339.50",1.425 18
,■b;- Non Control mg Interest,(9.38),0 48,i 16 53:,(41.04),i30 ?6i
,150.76,301 86,24 39,1.298.46,1.394.42,
2’,Other Comprehensive Income attributable to :,,,,19.82,.24 14)
,■ a: Owners of *he Parent,35.84,(4 '6),.15 86),,
,ib< Non CoptroH-ng Interest,0.18,0 04,10.27),0.22,(027}
,,36.02,.4 72),{16 13),20.04,(24 41.
22,Total Comprehensive Income attributable to:,,,,,
,;3j Owners of the Parent,195.98,296 6?,25 07,1.359.32,1.401 04
,ten Non Co’itroiiino Interest,(920),0 52,(15 80 J,(40.82),(31 031
,,186.78,297 14,8 26,1.318.50,1 370 02
23,Paid up equty Snare Cacta' iFace Value of?10 - eachi,263 03,263 03,263 03,263.03,263 03
24,Other EquityEarning Per Equity Share (face value of Rs. 10 each),,,,"23,955.95",23.00-4 4S
25,(not annualised) *,,,,,
aj,Earning Per Equity Share ;for cortinu.ng operat-on;■,,,,,
,Basic&Diluted,7.42■,11 79’,0 87*,53.14,54 32
t>!,"Earning Per Equity Snare ,fo<- discontinued ODtjraLOni",,,,,
,Base&Driuteo,<1 33}*,•C 33! *,0 69*,(222),(0 14:
C;,Eammo Per Equ.ty Snare ffc' d-scontinued ard cont-r-ung operation,,,,,
,Basic&Diluted,6.09’,11 46',i56*,50.93,54 18
di,Earn.nq Per Eqj.-ty St»are -before -ecula-ory act vities),,,,18 22,9 11
,Basic&Dluieo,(29.01) *,0 52•,(32 49) ’,,
