0,1,2,3,4,5,6
,,THREE MONTHS ENDED,YEAR ENDED,,,
S.No.,PARTICULARS,31.03.2018,31.12.2017,31.03.2017,31.03.2018,31.03.2017
,,(Audited)8,(Unaudited),(Audited)8,(Audited),(Audited)
1,Revenue from operationsSale of goods / Income from operations,"2,357.04","2,398.32","2,138.75","9,282.04","8,581.55"
,Other operating revenues,31.34,12.68,22.33,98.13,102.84
,Total revenue from operations,"2,388.38","2,411.00","2,161.08","9,380.17","8,684.39"
II,Other income,40.02,32.76,32.55,155.93,144.78
III,Total income (l+ll),"2,428.40","2,443.76","2,193.63","9,536.10","8,829.17"
IV,ExpensesCost of materials consumed,855.79,"1,287.71","1,080.34","4,405.17","4,342.78"
,Excise duty,-,-,71.74,76.11,270.02
,Purchases of stock-in-trade,617.80,301.60,236.99,"1,372.46",904.78
,"Changes in inventories of finished goods, work-in- progress and",16.45,(94.72),(18.43),(4.18),(49.25)
,stock-in-tradeEmployee benefits expense,Â£1.28,66.92,61.22,294.87,241.68
,Finance costs,0.31,0.38,0.35,1.45,1.34
,Depreciation and amortisation expense,36.30,27.48,26.83,119.76,96.43
,Other expenses,447.21,474.90,443.08,"1,825.26","1,770.23"
,Total expenses,"2,055.14","2,064.27","1,902.12","8,090.90","7,578.01"
V,Profit before tax (lll-IV),373.26,379.49,291.51,"1,445.20","1,251.16"
VI,Tax expense:(i) Current tax,137.99,126.37,93.84,499.56,390.20
,(ii) Deferred tax,(9.42),3.95,0.94,(2.25),17.27
,Total tax expense,128.57,130.32,94.78,497.31,407.47
VII,Profit for the period (V-VI),244.69,249.17,196.73,947.89,843.69
VIII,Other comprehensive income (net of tax)(i) Items that will not be reclassified subsequently to profit orloss-Remeasurements of the net defined benefit liability / asset,(0.30),(0.09),(0.09),(0.58),(0.37)
,(ii) Income tax relating to items that will not be reclassified toprofit or loss,0.10,0.03,0.03,0.20,0.13
,"Other comprehensive income, net of tax",(0.20),(0.06),(0.06),(0.38),(0.24)
IX,Total comprehensive Income (VII+VIII),244.49,249.11,196.67,947.51,843.45
X,Paid-up equity share capital (face value of Rs. 2 each),24.01,24.01,24.00,24.01,24.00
XI,Other equity,,,,"3,211.27","2,557.98"
XII,Earnings per share (of Rs.2 each) (not annualised):,,,,,
,(a) Basic (Rs.),20.38,20.75,16.39,78.96,70.31
,(b) Diluted (Rs.),20.37,20.74,16.39,78.92,70.30
