0,1,2,3,4,5,6
,,Quarter ended,Year ended,,,
No.,Particulars,31.03.2018,31.12.2017,31.03.2017,31.03.2018,31.03.2017
,(Audited),(Unaudited),(Audited),(Audited),(Audited),
1,Revenue from operationsa) Net sales / income from operations,"24,494","24,873","22,860","92,468","95,868"
,b) License fees and service income,272,140,174,558,413
,c) Other operating income,157,217,567,567,917
,Total revenue from operations,"24,923","25,230","23,601","93,593","97,198"
2,Other income,731,All,595,"2,040","5,912"
,Total income (1 + 2),"25,654","25,707","24,196","95,633","103,110"
3,Expensesa) Cost of materials consumed,"5,740","4,968","3,830","20,110","18,176"
,"b)    Purchase of stock-in-tradec)    Changes in inventories of finished goods, work-in-progress","2,146","1,686","1,686","6,716","6,715"
,and stock-in-trade,(389),(185),"1,691",(516),19
,d) Employee benefits expense,"4,633","4,767","3,723","18,430","18,033"
,e) Depreciation and amortisation expense,"1,900","1,983",1.896,"7,741","7,351"
,f) Finance costs,140,133,158,628,572
,g) Selling and other expenses,"9,529","8,639","9,578","35,554","36,799"
,Total expenses,"23,699","21,991","22,562","88,663","87,665"
4,Profit / (loss) before tax (1+2-3),"1,955","3,716","1,634","6,970","15,445"
S,Tax expensea) Current tax,457,598,(774),"1,381","1,826"
,b) Deferred tax,(269),149,178,(80),(222)
6,Net profit / (loss) for the period / year (4 - 5),"1,767","2,969","2,230","5,669","13,841"
7,Other comprehensive incomea) (i) Items that will not be reclassified to profit or loss,41,7,(38),43,(31)
,(ii) Income tax relating to items that will not be reclassifiedto profit or loss,(16),.,15,(16),15
,b) (i) Items that will be reclassified to profit or loss,(209),108,717,(133),475
,(ii) Income tax relating to items that will be reclassified toprofit or loss,72,(37),(47),46,(51)
,Total other comprehensive income,(112),78,647,(60),408
8,Total comprehensive income (6 + 7),"1,655","3,047","2,877","5,609","14,249"
9,Paid-up equity share capital (face value Rs 5/- each),830,829,829,830,829
10,Other equity,,,,"117,248","115,177"
11,Earnings per equity share (face value Rs. 5/- each),,,,,
,Basic,10 65,17 90,13 46,34.19,83 05
,Diluted,10 63,17.87,13 44,34 12,82 88
,,(Not annualised),(Not annualised),(Not annualised),,
