0,1,2,3,4,5,6,7,8
SL.,,Standalone,Consolidated,,,,,
NO.,PARTICULARS,Quarter Ended,Year Ended,Year Ended,,,,
,,31.03.2018,31.12.2017,31.03.2017,31.03.2018,31.03.2017,31.03.2018,31.03.2017
,,(Audited),Reviewed,(Audited),(Audited),(Audited),(Audited),(Audited)
,,(refer note-6),,(refer note-6),,,,
1,Revenue from Operations,44677.35,36106.87,47185.55,164658.50,142657.61,164658.50,142657.61
II,Other Income,267.22,113.94,206.27,630.88,836.44,630.88,836.44
III,Total Income (l+ll),44944.57,36220.81,47391.82,165289.38,143494.05,165289.38,143494.05
IV,Expenses(a) Cost of Materials Consumed,18050.02,13238.94,25450.68,70532.74,70819.26,70532.74,70819.26
,(b) Purchases of Stock in trade,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,(c) Construction Expenses,1911.56,1576.80,2048.61,6944.68,6543.73,6944.68,6543.73
,(d) Sub-Contract work,11256.16,9578.50,11518.48,43539.20,27986.57,43539.20,27986.57
,(e) Changes in Inventories of work-in-progress and Stock-in-trade,3710.90,1367.59,(429.05),5067.83,1805.55,5067.83,1805.55
,(f) Employees benefits expense,3362.33,3443.78,3239.76,13383.58,15182.21,13383.58,15182.21
,(g) Finance Costs,424.01,1239.81,761.75,2507.85,2708.22,2507.85,2708.22
,(h) Depreciation & amortisation expenses,654.33,639.28,644.27,2562.77,2390.39,2562.77,2390.39
,(i) Other Expenses,1048.51,655.67,1068.53,3264.59,2951.30,3267.44,2958.48
,Total Expenses (IV),40417.82,31740.37,44303.03,147803.24,130387.23,147806.09,130394.41
V-,Profit / (Loss) before exceptional Items and tax (III-1V),4526.75,4480.44,3088.79,17486.14,13106.82,17483.29,13099.64
VI-,Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VII-,Profit(+)/Loss(-) before tax (V-VI),4526.75,4480.44,3088.79,17486.14,13106.82,17483.29,13099.64
VIII-,Tax Expensea) Current Tax,1947.51,1484.16,477.45,6703.86,3660.65,6703.86,3660.65
,b) Deferred Tax Charge/(Credit),(520.99),80.07,598.76,(762.39),814.84,(762.39),814.84
,Total Tax Expense,1426.52,1564.23,1076.21,5941.47,4475.49,5941.47,4475.49
IX-,Net Profit(+)/Loss(-) for the period (VII-VIII),3100.23,2916.21,2012.58,11544.67,8631.33,11541.82,8624.15
X-,Other Comprehensive Income /(Loss) net of tax:Item to be reclassified to profit or loss,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Income tax relating to items to be reclassified to profit or loss,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Item not to be reclassified to profit or loss,278.77,(34.81),(54.98),174.35,(147.09),174.35,(147.09)
,Income tax relating to items not to be reclassified to profit or loss,(94.41),12.05,18.12,(58.27),50.00,(58.27),50.00
XI-,Total Comprehensive Income (IX+X),3284.59,2893.45,1975.72,11660.75,8534.24,11657.90,8527.06
XII-,Paid-up equity share capital ( Face value of Rs. 2/- each),1339.75,1339.75,1339.75,1339.75,1339.75,1339.75,1339.75
XIII-,Other Equity,,,,60903.52,49242.77,60794.25,49136.35
XIV-,Earning per equity share (EPS) in Rupees (Face value of Rs.21-each)(not annualised):,,,,,,,
,- Basic,4.63,4.35,3.00,17.23,12.88,17.23,12.87
,- Diluted,4.63,4.35,3.00,17.23,12.88,17.23,12.87
