0,1,2,3,4,5,6
1,,w&smmfizm,immmm■iSSSifSSSmi^mMaiK,mrnmrnmISKwmaimfmm,Sg3®03KOiSi^(Kuaifsatoj,WMffsavSs
<a),Income from operations,32.270,27.440,31.264,1.19.631,1.17.359
. si...,Other income,657,364,810,5.110I,2.642
,i§,SS8gS0S3'2?S,,,,
,,,,,,
2,Expenses,,,,,
. (a),Operating expenses,22.628,"18.486""",20.292,80.279,74.371
(M,Employee benefits expense,2.228,2.502,2.141,9.765,9.523
. M,Finance costs,612,557,755,2.288,1 2.373
(d),Depreciation and amortisation expense,2.563,2.504,2.544,"10,168",9.837
", (s>",(Other exoenses,4.516],2.876,2.931,13.7391,10.179
Sara,,,SSl8^2W25,,,
,,,,1,,
3,Profit before tax and exceptional Items (1 • 21,380:,879,3.4201,8.502,13.718
4,Exceptional items (refer note 3),5.455,-,..,S.455I,
5,Profit/floss) before tax (3-4),(5.075),879,3.420,"3,0471",13.718
6,Tax expense,,,,,
. (?),- Current tax,397,(39)1,732,2.186,3.888
(b),- Deferred (ax charge/ ('credit'),(41),(31)',(185),(2.026),(802)
7,Profit / (loss) after tax (5*6),(5.431),949,2.873,2.887,10.632
8,Other comprehensive Income / (expense),,,,,
,(T5Items that will not be reclassified to profit or loss,32,(D,34,32,(50)
,(ii) Items that will be reclassified to profit or loss,.,,,.,.
,Other comprehensive Income / (expense),32,it),34,32,(50)
9,Total comprehensive Income (7+8) i,"(5,399)",948,2.907,"2,919",10.592
10,Paid-up equity share capital (Face value of Rs. 2 each) i,4.914,"4,914",4.914,4.914,4.914
11,Other Equity,,,,1.26.777,1.29.327
12,Earnings / (loss) Per Share(Face value of Rs. 2 each) (not annualised for the quarters):,,,,,
(a),Basic,(2.21),0.39,1.17,1.18,4.24
,Diluted,(2.21),0.39,1.17,1.18,4.24
