0,1,2,3,4,5,6
,,,Quarter Ended,,Year Ended,Year Ended
SI. No.,Particulars,31.3.2018,31.12.2017,31.3.2017,31.03.2018,31.03.2017
,,Audited(refer note 3),Unaudited,Audited,Audited,Audited
1,IncomeRevenue from operations,"33,135","43,425","40,555","160,803","139,807"
II,Other income,"1,111",(175),(150),"3,551","4,192"
III,Total Income (l+ll),"34,246","43,250","40,405","164,354","143,999"
IV,Expenses(a) Cost of raw materials consumed,"15,434","17,654","24,961","78,914","84,683"
,(b) Purchases of stock-in-trade,"2,306","4,126","1,395","9,290","3,638"
,"(c) Changes in inventories of finished goods,","(2,272)",927,"(2,848)","(1,095)","(6,882)"
,work-in-progress and stock-in-trade(d) Employee benefit expenses,"2,912","3,625","2,878","13,765","11,504"
,(e) Finance costs,"2,315","1,328","1,494","7,105","6,365"
,(f) Depreciation and amortisation expenses,"1,581","1,243","1,207","5,529","4,300"
,(g) Other expenses,"4,466","6,643","4,638","21,486","15,901"
,Total expenses (IV),"26,742","35,546","33,725","134,994","119,509"
V,Profit before exceptional items and tax (lll-IV),"7,504","7,704","6,680","29,360","24,490"
VI,Exceptional Items,•,•,,-,•
VII,Profit before tax (V+VI),"7,504","7,704","6,680","29,360","24,490"
VIII,Tax expense-Current tax,"4,631",668,724,"6,368","2,683"
,-Deferred tax,"(2,134)","1,740","1,599","2,3B7","4,122"
,Total Tax expense (VIII),"2,497","2,408","2,323","8,755","6,805"
IX,Profit for the period (VII -VIII),"5,007","5,296","4,357","20,605","17,685"
X1,Other Comprehensive IncomeItems that will not be reclassified to profit or loss-Actuarial gain/(Loss),(30),76,(217),38,(217)
,-Income tax relating to items that will not be reclassified to profit,10,(26),75,(13),75
ii,or lossItems that may be reclassified to profit or loss-Effective portion of gains / (loss) on designated portion of hedging,"(2,268)","1,323","3,319","(4,079)","3,464"
,instruments in a cash flow hedge-Income tax on items that may be reclassified to profit or loss,801,(458),"(1,157)","1,428","(1,199)"
,Total other comprehensive income for the period (X),"(1,487)",915,"2,020","(2,626)","2,123"
XI,Total comprehensive income for the period (IX+X),"3,520","6,211","6,377","17,979","19,808"
XII,Paid up equity share capital,"4,923","4,923","4,923","4,923","4,923101,749"
XIII,(Face value of Rs. 5 per equity share)Reserves(Other equity),,,,,
Xlv,Warnings per share:,not annualised,not annualised,not annualised,annualised,annualised
,Basic and Diluted,5.09,5.38,4.43,20.93,17.96 |
