0,1,2,3,4,5,6
,,Quarter Ended,Year Ended,,,
,Particulars,Audited,Unaudited,Audited,Audited,Audited
,,31.03.2018,31.12.2017,31.03.2017,31.03.2018,31.03.2017
,IncomeRevenue from operations (Refer note 2),"4,492.30","4,267.49","4,372.19","17,262.23","16,856.55"
,Other Income,39.22,49.66,70.06,220.62,262.43
1,Total income,"4,531.52","4,317.15","4,442.25","17,482.85","17,118.98"
,Expensesa) Cost of materials consumed,"2,310.62","2,142.17","2,074.35","8,585.41","8,016.14"
,b) Purchases of stock-in-trade,290.61,231.26,230.62,963.62,841.36
,"c) Changes in inventories of finished goods, stock-in-trade andwork-in-progress",(56.54),87.58,(104.91),142.13,(528.60)
,d) Excise duty,8.72,6.97,463.78,437.68,"1,794.56"
,e) Employee benefits expense,276.11,271.05,253.42,"1,115.48","1,033.62"
,0 Finance costs,9.13,9.21,8.82,35.07,29.99
,g) Depreciation and amortisation expense,91.44,89.60,82.59,360.47,334.79
,h) Other expenses,822.85,637.28,747.10,"2,820.30","2,713.05"
2,Total expenses,"3,752.94","3,475.12","3,755.77","14,460.16","14,234.91"
3,Profit for the period before share of profit of associate (1-2),778.58,842.03,686.48,"3,022.69","2,884.07"
4,Share in profit of associate,5.03,16.52,10.59,45.79,49.61
5,Profit before tax (3+4),783.61,858.55,697.07,"3,068.48","2,933.68"
,Tax expense,,,,,
,a) Current Tax,294.51,289.00,208.00,"1,041.43",893.64
,b) Deferred Tax expense,_(Mil,2.34,13.00,(0.47),49.65
6,Total tax expense,287.70,291.34,221.00,"1,040.96",943.29
7,Profit for the period from continuing operations (5-6),495.91,567.21,476.07,"2,027.52","1,990.39"
8,Profit before tax from discontinued operations (Refer note 4),-,-,3.00,70.59,30.55
9,Tax expense of discontinued operations,-,-,(0.54),0.59,4.69
10,Profit for the period from discontinued operations (8-9),-,-,3.54,70.00,25.86
11,Profit for the period (7+10),495.91,567.21,479.61,"2,097.52","2,016.25"
,Other Comprehensive Income (OCI)A. (i) Items that will not be reclassified to profit or loss,3.76,(15.44),124.84,4.07,145.58
,(iil Income tax relating to items that will not be reclassified to profit or loss,(2.50),(1.90),(2.93),(4.58),(4.36)
,B. (i) Items that will be reclassified to profit or loss,6.03,(54.49),(42.73),(31.99),(132.13)
,(iil Income tax relating to items that will be reclassified to profit or loss,(2-76),0.17,0.17,(2.30),0.17
12,Total Other Comprehensive Income,4.53,(71.66),79.35,(34.80),9.26
13,Total Comprehensive Income for the period (11+12),500.44,495.55,558.96,"2,062.72","2,025.51"
14,Profit for the period attributable to:,,,,,
,-Owners of the Company,480.99,554.64,462.22,"2,038.93","1,939.43"
,-Non-controlling interest,14.92,12.57,17.39,58.59,76.82
15,Other Comprehensive Income for the period attributable to:,,,,,
,-Owners of the Company,(2.14),(57.10),90.85,(29.45),60.56
,-Non-controlling interest,6.67,(14.56),(11.50),(5.35),(51.30)
16,Total Comprehensive Income for the period attributable to:,,,,,
,-Owners of the Company,478.85,497.54,553.07,"2,009.48","1,999.99"
,-Non-controlling interest,21.59,(1.99),5.89,53.24,25.52
17,Paid-up equity share capital (Face value of ?1 per share),95.92,95.92,95.92,95.92,95.92
1819,Reserves excluding Revaluation Reserves as at Balance Sheet dateBasic and Diluted Earnings Per Share from continuing operations (EPS) (?),,,,"8,314.31","7,507.97"
(*not annualised)Basic and Diluted Earnings Per Share from discontinued operations (EPS) (?),5.01*,5.78*,4.80*,20.53,20.02,
20,,,,,,
(*not annualised),-,-,0.02*,0.73,0.20,
21,Basic and Diluted Earnings Per Share from continuing and discontinued operations(EPS) (?)(*not annualised),5.01*,5.78*,4.82*,21.26,20.22
,,,,,,
