0,1,2,3,4,5,6
Sr,,Quarter Ended,Year Ended,,,
No.,,31.03.2018,31.12.2017,31.03.2017,31.03.2018,31.03.2017
,,Audited,Audited,Audited,Audited,Audited
,IncomeRevenue from operations (Refer note 3),"3,775.35","3,587.43","3,762.15","14,559.55","14,360.43"
,Other Income,59.16,68.36,84.99,277.50,300.17
1,Total income,"3,834.51","3,655.79","3,847.14","14,837.05","14,660.60"
,Expensesa) Cost of materials consumed,"1,952.97","1,736.58","1,795.12","7,100.16","6,737.45"
,b) Purchases of stock-in-trade,215.81,176.76,156.75,742.57,646.53
,"c) Changes in inventories of finished goods, stock-in-trade andwork-in-progress",(80.33),112.83,(108.44),154.12,(515.58)
,d) Excise duty,-,-,441.87,391.69,"1,713.32"
,e) Employee benefits expense,193.30,189.74,181.14,791.08,742.83
,f) Finance costs,6.60,5.20,5.69,21.06,18.86
,g) Depreciation and amortisation expense,80.07,78.14,73.78,311.11,295.43
,h) Other expenses,708.24,553.43,656.57,"2,459.43","2,365.04"
2,Total expenses,"3,076.66","2,852.68","3,202.48","11,971.22","12,003.88"
,,,,,,
3,Profit before tax (1-2),757.85,803.11,644.66,"2,865.83","2,656.72"
,Tax expensea) Current Tax,263.27,280.79,194.38,968.46,813.67
,b) Deferred Tax expense,3.01,(6.64),9.45,2.57,41.33
4,Total tax expense,266.28,274.15,203.83,971.03,855.00
,,,,,,
5,Profit for the period (3-4),491.57,528.96,440.83,"1,894.80","1,801.72"
,Other Comprehensive Income (OCI)A (i) Items that will not be reclassified to Profit or Loss(ii) Income tax relating to items that will not be reclassified toProfit or Loss,2.75(2.26),(15.19)(1.98),117.83(1.41),2.93(4.29),138.98(2.84)
,B (i) Items that will be reclassified to Profit or Loss,(0.92),(0.87),(0.72),(0.31),2.73
,(ii) Income tax relating to items that will be reclassified toProfit or Loss,(2.76),0!20,0.17,(2.30),0.17
6,Total Other Comprehensive Income,(3.19),(17.84),115.87,(3.97),139.04
7,Total Comprehensive Income for the period (5+6),488.38,511.12,556.70,"1,890.83","1,940.76"
8,Paid-up equity share capital (Face value of ?1 per share),95.92,95.92,95.92,95.92,95.92
9,Reserves excluding Revaluation Reserves as at Balance Sheet date,,,,"7,702.24","6,998.83"
10,Basic and Diluted Earnings Per Share (EPS) (?)(*not annualised),5.12*,5.51*,4.60*,19.75,18.78
