0,1,2,3,4,5,6,7,8
,,Standalone,Consolidated,,,,,
,,Quarter ended,Year ended,Year ended,,,,
S N,,31st,31st,31st,31st March,31st March,31st March,31st March
,Particulars,March,December,March,2018,2017,2018,2017
,,2018,2017,2017,,,,
,,Audited (Refer,(Unaudited),Audited (Refer,(Audited),(Audited),(Audited),(Audited)
,,note 3),,note 3),,,,
1,Revenue from operations (Refer note 5),"1,21,222","93,306","39,746","2,98,343","1,39,175","3,29,121","1,55,374"
2,Other Income,"3,704","1,148","3,117","8,889","8,389","8,854","8,648"
3,Total Income (1+2),"1,24,926","94,454","42,863","3,07,232","1,47,564","3,37,975","1,64,022"
4,Expenses(a) Cost of materials consumed,"25,755","17,874","12,604","71,145","51,732","75,254","55,241"
,(b) Purchases of stock-in-trade,"1,180",-,-,"1,180",-,"1,180",-
,"(c) Changes in inventories of finished goods,work-in-progress and stock-in-trade","3,012",332,"3,590","1,318","2,009",754,"3,266"
,(d) Employee benefits expense,"4,500","4,464","4,108","17,578","15,204","25,211","22,254"
,(e) Consumption of stores and spare parts,"4,861","4,304","3,515","16,071","11,836","17,604","12,904"
,(f) Power and fuel,"7,576","7,965","6,332","29,923","23,825","33,391","26,619"
,(g) Excise duty (Refer note 5),-,-,"2,407","2,523","8,598","2,523","8,598"
,(h) Finance costs,199,171,110,618,650,808,789
,(i) Depreciation and amortisation expense,"1,111","1,128","1,260","4,643","4,156","5,162","4,639"
,G) Other expenses,"7,482","6,512","5,725","23,351","18,411","28,789","22,537"
,Total expenses,"55,676","42,750","39,651","1,68,350","1,36,421","1,90,676","1,56,847"
s,Profit before exceptional items and tax (3 -4)Exceptional Items,"69,250","51,704","3,212","1,38,882","11,143","1,47,299","7,175"
6,-,-,-,-,-,.,-,
7,Profit before tax (5+6),"69,250","51,704","3,212","1,38,882","11,143","1,47,299","7,175"
8,Tax expense relating to- Current Tax (*Net of adjustment for earlieryears),"23,830","17,362*","(1,438)*","46,472 *",328*,"47,470*",558*
,- Deferred tax charges/(credit),48,289,"(1,547)","1,047",(413),"(3,371)",(429)
9,Net Profit for the period ( 7 - 8 ),"45,372","34,053","6,197","91,363","11,228","1,03,200","7,046"
10,Other comprehensive incomeA. (1) Items that will not be reclassified toprofit or loss,350,(70),(198),140,(267),167,(269)
,(II) Income tax relating to items that will not,(121),24,92,(49),92,(56),93
,be reclassified to profit or lossB.(!) Items that will be reclassified to profit orloss,-,-,-,-,-,576,88
,(II) Income tax relating to items that will bereclassified to profit or loss,,,,,■,■,■
,"Total other comprehensive income, net ofincome tax",229,(46),(106),91,(175),687,(88)
,,,,,,,,
11,Total comprehensive income for theperiod (9 + 10),"45,601","34,007","6,091","91,454","11,053","1,03,887","6,958"
12,Paid-up equity share capital (Face Value?21-per equity share),"3,908","3,908","3,908","3,908","3,908","3,908","3,908"
13,Other Equity,-,-,-,"2,56,271","1,81,278","2,69,274","1,81,848"
14,"Earnings per share (Face value of?21-each)(not annualised, except for the year ended31st March, 2018&31st March, 2017):",,,,,,,
,(a) Basic(?),23.22,17.43,3.17,46.76,5.75,52.81,3.61
,(b) Diluted(?),23.22,17.43,3 17,4676,5.75,52.81,3.61
