0,1,2,3,4,5
I ? in lacs),,,,,
,fonsoiidalcd,,,,
Particulars,Quvferended31st Marr18I Audited)i Relet Note 9 I,Quarterended3Ut Dec/17■ I nauditcdl,Quarterended31 si Mur'17(Audited li Refer Note 0 l,Yearended31 si Mar'18(Aodtlcdi,Yearended31 sl Mar* 17(Audited)
Income,,,,,
1 Revenue firum nper.nicms,!<>90$6,13SW2,16228.3,594311,498122
"2l""hhcr income",3343,1411,4070,754<‘,I45K7
3Total income,!6X399,140343,166353,601860,512709
Exjjenvex,,,,,
a) Com of mjteiKils consumed,215‘>2,20&65,20044,79236,66155
hi Purchases of stock-in-trade,V*,28,-,45,-
"cl Changes in inventorics of finished goods, work'iroprognas and stock-in-Trade",577 6,|0f»8,1071,4636,1441
ill Employee benefit cxficnscs,9|7|,*1031,K**ri,35733,3(1626
el Finance c«4>,8287,•>577,‘X140,37764,27679
II Depreciation and amortisation expenses,8357,8228,7»»?4,33216,25550
gl Power&.fuel,3314b,32120,31135,131314,96*4 3
h) Transport & (orwarding expense-s.,,,,,
- On finished products,,2‘>752,28076,118634,80431
- On intem;il material transfer,8520,r*44,586(i,25675,18183
"i) Stores, spare funs and pucksru: materials",113^7,11222,«20,42286,3460.3
0Excise duty,-,-,20272,20896,63355
ki Other expenses,15855,14630,13410,55193,43629
4 Told expenses,156033,142805,155729,5D4629,48S-M-’
5 Profit)(Loss) before exceptional items and tax,11766,(2522),10624,17232,23**I2
6Exceptional Item,-,~,682,1248,682
7 Profit (I.oss1before tax,11766,12522),9942,15984,23030
8lax Expenses,,,,,
-Current Fax,l*4S,I229>,-,2739,1294
•DeferredTax,<121*1,|IIW»,1147),|6*»),mu
-Income lax relating n> eat Uci scans,(2UHI i,-,-,120811,-
p Net Profit)(Loss) for the period before share in profit of Associates and non -canrrollii'R,,,,,
interest,13112,I211W),10089,15395,2194*'
10 Share of Profit{law) of Associates f Net of lax FApcnscxl,-,-,-,-,-
11 Profit'(Foss) for the period,13112,12184),10089,15395,2194?
1- Profit MEussf nltributable In:,,,,,
- Owners of the Parent,Kill,(2184),100X8,153'M,21946
- Non Controlling Interest,1,-,1,(,i
13 Other Comprehensive income,,,,,
\ to Items that will not lie reclassified to Profit or I oxs,UK)*I 1,51V),4228,Iiw27n,9490
"(in income Tax refuting to items, that will not he reclassified lo Putt'llei l.u»",♦ 17^311,IM73I,(8661,t198821,120111
IS til Items that will he reclassified to Profit nr Loss,l|r*l,8,79,(t-ii,112
in) Income Tax i eluting to items that will l>c reclassified to Profit or Le»,16,00,(38»,-n,(38|
Other Comprehensive Income for the period (Nel of 1 ax),83010,3968,3403,89352,7553
14 Other Com nreben rive Income attributable In:,,,,,
-Ownersofthe Parent,83l>|0,)<8»8,3403,89352,7553
- Non Con trolling Interest,-,-,-,-,-
Total Comprehensive Income fur IhePeriod,‘>6122,1784,13492,104747,29500
15 Total < omnrchcnsivf income nltrihuiahlr lo:,,,,,
- Owners of the Parent,•36121,1784,1349),104746,294»K*
- Non Controlling Interest,1,*,1,1,1
16 Paid-up Equity Share ( apttal (1 aceValue? Id - each),7701,77111,7701,7701,7701
17 Other Equity,,,,420281,320924
18 Debenture Redemption Resene,,,,8300,6158
|9Basicand DilutedEarningsPer Share i Face Value i»l ? 1 •> - each> for ihe period t ?,17(1’-,.2841,1? 10,|9*1»,28 50
20 Debt Equity Ratio,,,,121,1 33
21Debt Sen ice C 'overage Ratio,,,,1 56,1 51
22 Interest Service Coverage Ratio,,,,2 34,2 78
23 Nel Worth i ? in lacs),,,,334988,317690
