0,1,2,3,4,5,6,7,8
5t.No.,PART 1 - Particulars,Quarter ended,,Year ended,Consolidated Year ended '•,,,
31/03/2818,31/12/2017,31/03/2017,31/03/2018,31/03/201i,31/03/2018,31/03/2017,,
,,Audited,Unaudited,Audited,Audited,Audited,Audited,Audited
1,Revenue from Operations,"31,883.52","30,474.28","30,626.19","125,473.42","119,869.42","141,351.20","136,831.70"
2,Other income,"1,189.46",532.88,"1,276.27","3,525.53","4,589,83","3,657.78","5,415.78"
3,Tetai Income ( 1+2),"32.992,98","31,006.28","31,982.46",128*998.95,"124,458.45","145,088.90","141,847-40"
4,Expensesa. Cost of materials consumed,"11,771.17","10t8B1,54","9,131.39","38,701.68","36,709,36",38*781.68,"36,789.36"
,b. Purchases of stock-in-trade,727.51,"2,279.83","2,857,52","9,304.46","9,624,47","15,739.56","15,244.24"
,"c. Changes in inventories of finished goods, work‘in>progress andstock-in-trade",(159.59),"(1,676.13)",[663.24),(38.81),"(1,883.26)",(659.41),843.13
,d. Employee benefit expenses,"5,538.30","5,318.67","4,989.62","21,738.93","18,786.11","25,189.87","21,734.16"
,e. Finance Costs,95.12,61-87,(24.85),341.36,500.13,349.21,537.16
,f. Depredation and amortizatien expense,"1,304,38","1,425.00","1,248.46",5.594.85,"4,626.42","5,697.37","4,722,44"
,g. Other Expenses,"18,836.19","B, 617.68","9,623.41","35,468.18","34,338.86","48,675.56","39,862,58"
,Total Expenses(4),"29,313.00","26,898.78","27,155.11","111,094.65","102,780.89","125,613.84","118,852,99"
5,Profit before Tax and share of joint venture (3*4),"3,679.98","4,987.42","4,747.35","17,984, 30","21,678.36","19,395.86","22,994.41"
6,Tax expenses,"1,474.D5","1,522.36",532.44,"5,104.16","4,381.98","5,523.12","4,554,59"
7,Net ProfitZ(Loss) after Tax before non controlling interest(5-6),"2,205.93","3,385.86","4,214.91","12,888.14","17,296.46","13,871.94","18,439.82"
8,Non centre! iing Interest,,-,,-,-,37.85,"33,55"
9,Net Profit/(Loss) after Tax and non controlling interest (7-3),"2,285.93","3,385.06","4,214.91","12,808.14","17,296,46","13,834.09","18,406,27"
18,Other Comprehensive income ( net of Tax),(147.84),"(13, ID)",(246.21),"(241,63)","(278,43)",(39.36),87.24
11,Totai Comprehensive income after Tax (9+18),"2,858.89","3,371.96","3,968,78","12,558,51","17,826.03","13,794.73","18,493.51"
12,(1) Earning per share (EPS) (of Rs. 2/- each net annualised)(1) Sasic,2.63,4.83,"4,68",15.24,28.39,16.52,21.74
,(2) Diluted,2.63,4.83,4.68,15.24,2D-39,16.52,21.74
