0,1,2,3,4,5,6,7,8
,,Quarter Ended,Financial Year Ended,Consolidated,,,,
SI. No.,Particulars,Audited,Unaudited,Audited,Audited,Audited,Audited,Audited
,,31-03-2018,31-12-2017,31-03-2017,31-03-2018,31-03-2017,31-03-2018,31-03-2017
1,Revenue from Operation(Refer Note 4),1292.45,842.71,267.19,2758.40,896.02,2758.40,896.02
II,Other Income,3.79,5.30,1.01,12.37,7.13,12.37,7.13
III,Total Income (l+ll),1296.24,848.01,268.20,2770.77,903.15,2770.77,903.15
IV,ExpensesCost of materials consumed,200.21,143.91,96.64,575.81,329.85,575.81,329.85
,Purchase of stock -in-trade,-,0.00,5.86,0.00,12.93,-,12.93
,"Changes in inventories of finished goods, work-in- progress and stock-in-trade",(54.24),(29.38),29.07,(97.82),101.15,(97.82),101.15
,Employee benefits expense,48.61,33.14,15.96,112.56,58.78,112.56,58.78
,Finance cost,17.90,12.68,12.46,56.68,54.72,56.68,54.72
,Depreciation and amortisation expense,17.68,18.89,18.21,72.55,73.92,72.55,73.92
,Power and Fuel (Net of Interdivisional Purchases),53.97,61.66,24.67,164.36,71.98,164.36,71.98
,Excise Duty (Refer Note 4),0.00,0.00,9.41,8.35,35.97,8.3S,35.97
,Other Expenses,92.94,75.87,55.28,273.57,204.62,273.57,204.62
,Total expenses (IV),377.07,316.77,267.55,"1,166.06",943.92,1166.06,943.92
V,Profit/(Loss) before exceptional items and tax (ill-IV),919.17,531.24,0.65,1604.71,(40.77),1604.71,(40.77)
VI,Exceptional Items,-,-,-,-,-,-,-
VII,Proflt/(Loss) before Tax (V-VI),919.17,531.24,0.65,1604.71,(40.77),1604.71,(40.77)
VIII,Tax expense(1) Current Tax,284.55,185.00,0.03,513.56,1.12,513.56,1.12
,(2) Deferred Tax,0.61,4.13,4.04,9.81,8.16,9.81,8.16
IX,Share of Profit/ (loss) of associates,*,,,“,,18.09,5.96
X,Net Profit/(Loss) for the period (VII-VIII+IX),634.01,342.11,(3.42),1081.34,(50.05),1099.43,(44.09)
XI,Other Comprehensive IncomeA (i) Items that will not be reclassified to profit or loss,0.38,(0.43),2.66,(0.36),1.28,(0.36),1.28
,(il) Income tax relating to items that will not be reclassified to profit or loss,(0.13),0.15,(0.92),0.12,(0.44),0.12,(0.44)
,B (i) Items that will be reclassified to profit or loss,-,-,-,-,-,-,-
,(il) Income tax relating to items that will be reclassified to profit or loss,-,-,-,-,-,-,-
,C. Share of Other comprehensive income of Associates,,,,,,0.05,(0.05)
XII,Total Comprehensive Income for the period (X+XI),634.26,341.83,(1.69),1081.10,(49.21),1099.24,(43.30)
XIII,Paid -Up Equity Share Capital ( Face Value ? 10/- per share)Reserves (Excluding Revaluation Reserves)taCpJtes Per Share (?) - Basic ^<\\\-,39.96,39.96,39.96,39.961768.66,39.96831.83,39.961867.56,39.96912.60
,158.66,85.62,(0.86),270.61,(12.52),275.13,(11.03),
■o YLCharti,158.66,85.62,(0.86),270.61,(12.52),275.13,(11.03),
