0,1,2,3,4,5,6
,,Quarter Ended,Year Ended,,,
,Particulars,31 March,31 December,31 March,31 March,31 March
,(Audited),(Unaudited),(Audited),(Audited),(Audited),
,,,,,,
,,2018,2017,2017,2018,2017
1,Revenue from operations,,,,,
,a) Sales/lncome from operations (Refer note 4 below),222377,204147,160903,746475,591016
,b) Other operating income,2819,2629,3239,9306,9616
,Total revenue from operations,225196,206776,164142,755781,600632
2,Other income,2291,322,1053,4003,2486
3,Total Income (1+2),227487,207098,165195,759784,603118
4,Expenses,,,,,
,a) Cost of materials consumed,78119,78285,60347,267815,192936
,b)Purchases of stock-in-trade,7344,7942,4236,24282,18536
,"c) Changes in inventories of finished goods, stock-in-trade and work-in progress",3619,(7547),(5537),(5220),(11522)
,d) Excise duty on sales,-,-,4324,3997,14489
,e) Employee benefits expense,45383,42293,32446,155588,123093
,f) Finance costs (Refer note 6 below),7248,7706,8019,28428,34111
,g) Depreciation and amortization expense (Refer note 7 below),18174,8182,7522,41505,29140
,h) Other expenses:,,,,,
,- Power and fuel expense,11187,11969,9298,42491,33366
,- Others,33757,32150,28530,114990,95205
,Total expenses,204831,160980,149185,673876,529354
5,Profit before exceptional Items and tax (3-4),22656,26118,16010,85908,73764
6,Exceptional items,-,-,-,-,
7,Profit before tax (5-6),22656,26118,16010,85908,73764
8,Tax expense,7416,4834,1107,22466,16302
9,Net Profit for the period (7-8),15240,21284,14903,63442,57462
10,Other Comprehensive Income (OCI),,,,,
,i) a) Items that will not be reclassified to profit or loss,82,24,420,(358),416
,b) Income tax relating to items that will not be reclassified to profit or loss,49,38,111,158,141
,ii) a) Items that will be reclassified to profit or loss,(1463),(4154),(4169),6739,(6327)
,b) Income tax relating to items that will be reclassified to profit or loss,-,-,+,-,-
11,Total Comprehensive Income for the period (9+10),13908,17192,11265,69981,51692
,Net Profit attributable to:,,,,,
,Owners of the Company,15487,21254,15013,64281,57565
,Non-controlling Interest,(247),30,(110),(839),(103)
,Other Comprehensive Income attributable to:,,,,,
,Owners of the Company,(1334),(4091),(3625),6540,(5757)
,Non-controlling Interest,2,(1),(13),(i),(13)
,Total Comprehensive Income attributable to:,,,,,
,Owners of the Company,14153,17163,11388,70821,51808
,Non-controlling Interest,(245),29,(123),(840),(116)
12,Earnings per share of ? 1 each (not annualized),,,,,
,Basic (?),9.94,13.64,9.63,"41,25",36.93
,Diluted (?),9.94,13.64,9.63,41.25,36.91
13,Paid-up equity share capital (Face value per share ? 1),1558,1558,1557,1558,1557
14,Paid-up debt capital#,,,,245010,244050
15,Reserves excluding Revaluation Reserves,,,,407095,342047
16,Capital Redemption Reserve <§^/x)>—vCDebenture Redemption Reservef,,,,3984,3984
17,C/i,,,7492,3746,
18,Net WorthIf\ |— \,(p (,,,403501,338865
19,Debt Equity Ratio# \ \J/,ra NOID,4 d,,0.81,1.07
2021,Debt Service Coverage Ratio#Interest Service Coverage Ratio# ',)0/,M,,3.615.48,2.334.02
,# refer note 5 for definitions,,,,,
,See accompanying notes to the Consolidated Audited Results,,,,,
