0,1,2,3,4,5,6
S. No.,Particulars,3 months ended 31stMarch 2018(refer note 11),3 months ended 31stDec 2017,3 months ended31st March 2017(refer note11),Year ended 31stMarch 2018,Year ended 31st March2017
,,Audited,Unaudited,Audited,Audited,Audited
1,INCOME,,,,,
,a Revenue from operations,6323.13,6740.03,5980.18,26363.18,24972.41
,b Other income,137.08,107.30,121.71,508.44,466.46
,Total Income,6460.21,6847.33,6101.89,26871.62,25438.87
2,Expenses,,,,,
,a Cost of raw material and components consumed,589.10,676.45,650.38,2695.23,2914.18
,b Purchase of traded goods,2640.50,2027.73,2462.54,9842.28,8878.15
,"c (Increase)/ decrease in inventories of finished goods, work-in-progress and traded goods",(440.56),323.47,(398.89),(578.95),(263.53)
,d Excise duty on sale of goods,,,65.91,70.47,300.80
,e Employee benefits expense,808.85,694.04,717.79,2953.78,2726.95
,f Finance costs,20.39,4.95,15.59,41.98,40.34
,g Depreciation and amortisation expense,168.55,154.21,166.46,604.21,650.05
,h Rent,896.19,896.53,940.67,3622.30,3563.73
,i Other expenses,1006.02,1007.01,974.64,4220.18,4075.76
,Total Expenses,5689.04,5784.39,5595.09,23471.48,22886.43
3,Profit before exceptional items and tax,771.17,1062.94,506.80,3400.14,2552.44
4,Exceptional items expense,,,,,216.69
5,Profit before tax,771.17,1062.94,506.80,3400.14,2335.75
6,Tax expense,,,,,
,- Current tax,250.09,395.94,246.88,1213.95,924.70
,- Tax for earlier years,,,(62.83),,(62.83)
,- Deferred tax (credit),0.25,(14.73),(36.64),(49.59),(113.60)
7,Profit for the year,520.84,681.73,359.39,2235.78,1587.48
8,Other comprehensive income,,,,,
,Other comprehensive income not to be reclassified to profit or loss in subsequent periods:,,,,,
,a Re-measurement (losses)/gains on defined benefit plans,(54.60),35.00,49.68,(244.73),(21.56)
,b Income tax effect,18.89,IIMII,(17.19),84.70,7.46
,"Other comprehensive income, net of tax",(35.71),22.89,32.49,(160.03),(14.10)
,"Total comprehensive income, net of tax",485.13,704.62,391.88,2075.75,1573.38
,,,,,,
,Earnings per equity share of Rs. 5 each,,,,,
,Basic,4.05,5.30,2.80,17.40,12.35
,Diluted,4.05,5.30,2.80,17.40,12.35
