0,1,2
NOTES TO THE FINANCIAL STATEMENTS,,
,"As atDecember 31, 2017(')","As atDecember 31, 2016(')"
3) Share Capital,,
Authorised:,,
"2,900,000 (December 31, 2016: 2,900,000)Equity Shares of Rs. 10/- each","2,90,00,000","2,90,00,000"
"10,000 (December 31, 2016: 10,000)Preference Shares of Rs. 100/- each","10,00,000","10,00,000"
,"3,00,00,000","3,00,00,000"
"Issued, Subscribed and Paid-up:",,
"2,088,016 (December 31, 2016: 2,088,016)Equity Shares of Rs. 10/- each fully paid-up","2,08,80,160","2,08,80,160"
,"2,08,80,160","2,08,80,160"
