0,1,2
,Year2017-18,Year2016-17
(a) Interest Income,,
Investments in debt instruments measured at fair value through OCI,19.56,5.57
Other financial assets carried at amortised cost,19.93,27.57
,39.49,33.14
(b) Dividend Income,,
Dividends from quoted equity investments measured at fair value through OCI*,5.29,14.87
Dividends from mutual fund investments measured at FVTPL,32.47,59.03
,37.76,73.90
(c) Other non-operating income,,
(i) Insurance claim received,0.51,3.12
(ii) Royaltyreceived,,
-    From associate (Refer Note 33),3.44,3.31
-    From Others,0.32,0.42
,3.76,3.73
(Hi) Net gain arising on financial assets measured at FVTPL#,54.33,67.78
(iv) Others,54.53,68.11
,113.13,142.74
(d) Other gains and losses,,
Net foreign exchange gains (Other than considered as finance cost),29.77,11.30
"Net gain on sale of property, plant and equipment",0.47,1.35
,30.24,12.65
TOTAL,220.62,262.43
