0,1,2,3,4
Individuals having significant influence over the reporting enterprise,Relatives of individuals having significant influence over the enterprise,Enterprises over which individuals having significant influence over the reporting enterprise exercise significant influence,Post employment benefit Trusts,Total
-,-,-,-,0.06
(-),(-),(-),(-),(2.11)14.02
(-),(-),(-),(-),(14.91)0.80
(-),(-),(-),(-),(1-24)
(-),(-),(0.03),(-),(0.03)31.01
(-)0.33,(-),(-),(-),(23.68)1.51
(0.27)0.19,(-)0.66,(-)48.68,(-),(1-41)127.14
(0.19)0.50,(0.66),(48.68),(-),(127.14)4.50
(0.50),(-),(-),(-)39.00,(4.50)39.00
_,_,_,(40.40),(40.40)
