0,1,2
- Deposits,"1,89,29,517",
- Others,"86,748",
,,"1,90,16,265"
Provision for Doubtful Receivables,,
written back (Net),"46,77,771",
Bad Debts recovered (net written off),"(2,28,491)",
,,"44,49,280"
Provision for Warranty (Net) (Refer Note 33),,"11,30,394"
Lease rentals,,"1,16,05,260"
Profit on Sale of Fixed Assets (Net),,"16,763"
Miscellaneous Income,,"22,74,798"
