0,1,2,3
,,As at,As at
S. No.,Particulars,31 March 2018,31 March 2017
,,Audited,Audited
A,Assets,,
I,Non-current assets,,
,"Property, plant and equipment","5,834.2","6,556.6"
,Capital work-in-progress,182.0,248.2
,Intangible assetFinancial assets,21.6,â€œ
,i. Investments,0.1,0.1
,ii. Loans,38.8,40.6
,Deferred tax assets (net),"1,089.1","1,803.8"
,Non current tax assets (net),"1,130.5",896.5
,Other non-current assets,"1,667.2","1,403.2"
,Total non-current assets,"9,963.5","10,949.0"
2,Current assetsInventoriesFinancial assets,"10,262.1","11,197.9"
,i. Trade receivables,"17,992.5","22,713.2"
,ii Cash and cash equivalents,"2,322.4",688.2
,iii. Bank balances other than cash and cash equivalent,"2,9984",28.9
,iv Loans,50.6,79.3
,v. Unbilled receivables and others,"2,260.9","1,626.8"
,Other current assets,"1,748.7","3,767.0"
,Assets classified as held for sale,89.4,89.4
,Total current assets,"37,724.7","40,190.7"
,Total assets,"47,688.2","51,139.7"
B1,Equity and liabilitiesEquityEquity share capital,512.1,512.1
,Other equity,"11,384.0","9,815.9"
,Total equity,"11,896.1","10,328-0"
2,Non-current liabilitiesProvisions,"1,278.2","1,110.3"
,Total non-current liabilities,"1,278.2","1,110.3"
3,Current liabilitiesFinancial liabilitiesi.    Borrowingsii.    Trade payables,"1,000.0","5,180.0"
,Total outstanding dues of micro enterprises and smallenterprises,936.4,301.3
,Total outstanding dues of creditors other than microenterprises and small enterprises,"16,155.1","16,324.5"
,iii. Other financial liabilities,230.4,906.9
,Other current liabilities,"12,280.4","12,202.6"
,Provisions,"3,548.9","3,406.8"
,Current tax liabilities (net),362.7,"1,379.3"
,Total current liabilities,"34,513.9","39,701.4"
,Total liabilities,"35,792.1","40,811.7"
,Total equity and liabilities,"47,688.2","51,139.7"
